"ID","MAIN_ENGINE_MANUFACTURER","NUMBER_OF_PROPELLORS","MAIN_ENGINE_CAPACITY","TYPE_OF_FUEL","BOW_THRUSTER","STERN_THRUSTER","SHIP_CATEGORY"
13381,"",,1449,"HFO","","","FISHING"
13382,"",,7598,"HFO"," "," ","FISHING"
13383,"",,7599,"HFO","","","GEN CARGO"
13385,"",,882,"","","","GEN CARGO"
13386,"",,884,"HFO","","","GEN CARGO"
13387,"",,5296,"HFO","JA","","GEN CARGO"
13388,"",,5300,"HFO","500PK","","GEN CARGO"
13389,"",,1762,"HFO","","","FISHING"
13813,"",,748,"HFO","","","GEN CARGO"
13814,"",,10350,"HFO","1000PK","","GEN CARGO"
13815,"",,10350,"HFO","1200 PK","","GEN CARGO"
13817,"",,6715,"HFO","","","TANKER"
13818,"",,6715,"HFO","","","TANKER"
13819,"",,6715,"HFO","","","TANKER"
13820,"",,6715,"HFO"," "," ","TANKER"
13821,"",,10518,"HFO"," "," ","TANKER"
13822,"",,10518,"HFO"," "," ","TANKER"
13823,"",,1765,"HFO","JA","","FISHING"
13824,"",,1214,"HFO","","","FISHING"
13825,"",,441,"","","","GEN CARGO"
13826,"",,882,"HFO","","","GEN CARGO"
13828,"",,441,"","","","GEN CARGO"
13829,"",,8238,"HFO","1000 PK","","BULK"
13830,"",,7599,"HFO","","","GEN CARGO"
13831,"",,7599,"HFO","","","FISHING"
11371,"",,7377,"HFO","1200 PK","","BULK"
11372,"",,7950,"HFO","","","BULK"
11373,"",,7950,"HFO","","","BULK"
11374,"",,8047,"HFO","","","BULK"
11375,"",,8047,"","","","BULK"
11376,"",,9540,"HFO","","","BULK"
11377,"",,2721,"HFO","220 KW","","GEN CARGO"
11378,"",,9359,"HFO","2X600 KW","2X600 KW","TUG"
11379,"",,11254,"HFO","","","TANKER"
11381,"",,2464,"HFO","","","TANKER"
11383,"",,7944,"HFO","","","BULK"
11384,"",,11474,"HFO","1000 PK","","GEN CARGO"
11385,"",,11474,"HFO","950 PK","","GEN CARGO"
11386,"",,3677,"HFO","530 PK","","DREDGING"
11387,"",,10839,"HFO","","","TANKER"
11388,"",,8201,"HFO","","","TANKER"
11389,"",,8201,"HFO","","","TANKER"
11390,"",,3001,"HFO","","","GEN CARGO"
11391,"",,2266,"HFO","","","NAVY"
11392,"",,11842,"HFO","DEFECT","","GEN CARGO"
11394,"",,6620,"HFO","","","GEN CARGO"
11395,"",,6620,"","","","GEN CARGO"
11396,"",,6620,"","","","GEN CARGO"
11397,"",,6620,"HFO","","","GEN CARGO"
11398,"",,11106,"HFO","735 KW","","GEN CARGO"
11399,"",,6803,"HFO","","","GEN CARGO"
11400,"",,6803,"HFO","","","BULK"
11401,"",,2515,"HFO","300","","GEN CARGO"
11402,"",,6987,"HFO","","","GEN CARGO"
11404,"",,6620,"HFO","","","GEN CARGO"
11406,"",,3000,"HFO","","","GEN CARGO"
11407,"",,6987,"HFO","","","BULK"
11408,"",,6987,"HFO","","","BULK"
11409,"",,9047,"HFO","","","BULK"
11410,"",,5001,"HFO","","","BULK"
11411,"",,7061,"HFO","","","GEN CARGO"
11412,"",,7061,"HFO","","","GEN CARGO"
11413,"",,7061,"HFO","","","GEN CARGO"
11414,"",,7061,"HFO","","","GEN CARGO"
11417,"",,7949,"HFO","","","BULK"
12459,"",,599,"HFO","147 KW","","GEN CARGO"
12460,"",,599,"HFO","132 KW","","GEN CARGO"
12461,"",,598,"HFO","132 KW","","GEN CARGO"
12463,"",,0,"HFO","","","OFFSHORE"
12464,"",,9179,"HFO","1000 PK","","GEN CARGO"
12465,"",,9179,"HFO","1012 PK","","GEN CARGO"
12466,"",,4781,"HFO","N","","GEN CARGO"
12467,"",,21184,"HFO","1250 PK","","GEN CARGO"
12468,"",,15226,"HFO","","","BULK"
12469,"",,9885,"HFO","1200 PK","","GEN CARGO"
12470,"",,12099,"HFO","","","BULK"
12472,"",,6951,"HFO","","","TANKER"
12474,"",,9179,"HFO","743 KW","","TANKER"
12475,"",,6002,"HFO","800 PK","","TANKER"
12476,"",,610,"HFO","","","TANKER"
12477,"",,610,"HFO","","","TANKER"
12478,"",,595,"HFO","","","GEN CARGO"
12479,"",,595,"HFO","","","GEN CARGO"
12480,"",,2600,"HFO","250 KW","","GEN CARGO"
12481,"",,8238,"HFO","","","BULK"
12482,"",,8238,"HFO","","","BULK"
12483,"",,1471,"HFO","","","GEN CARGO"
12484,"",,16260,"HFO","","","BULK"
12488,"",,1299,"HFO","110 KW","","TANKER"
12489,"",,882,"MDO","260 PK","","GEN CARGO"
12490,"",,882,"HFO","200 PK","","GEN CARGO"
12178,"",,15446,"HFO","","","GEN CARGO"
12179,"",,3860,"HFO","","","TANKER"
12180,"",,2200,"HFO","350 PK","","GEN CARGO"
12181,"",,6649,"HFO","","","GEN CARGO"
12182,"",,6649,"HFO","","","GEN CARGO"
12183,"",,12556,"HFO","","","BULK"
12184,"",,6355,"HFO","","","BULK"
12185,"",,6355,"HFO","","","BULK"
12187,"",,4413,"HFO","2X1000","2X1000","TUG"
12188,"",,4413,"HFO","2X1000","2X1000","TUG"
12189,"",,3089,"HFO","","","OFFSHORE"
12190,"",,9454,"HFO","2X1000KW","1X1000KW","TANKER"
12191,"",,1985,"HFO","","","FISHING"
12192,"",,7599,"HFO","1000 PK","","GEN CARGO"
13234,"",,809,"HFO","","","OFFSHORE"
13235,"",,3016,"","","","BULK"
13236,"",,441,"HFO","100 KW","","GEN CARGO"
13238,"",,3580,"HFO","","","GEN CARGO"
13239,"",,221,"HFO","","","FISHING"
13241,"",,8826,"MDO","2X600PK","600 PK","TUG"
13242,"",,8826,"MDO","2x441 KW","441 KW","TUG"
13243,"",,8826,"MDO","2X441 KW","441 KW","TUG"
13244,"",,8826,"HFO","2X600PK","600 PK","TUG"
13245,"",,2998,"HFO","500 PK","","GEN CARGO"
13246,"",,5699,"HFO","500 PK","","TANKER"
13247,"",,5699,"HFO","500 PK","","TANKER"
13248,"",,5700,"HFO","500 PK","","TANKER"
13249,"",,5700,"HFO","500 PK","","TANKER"
13250,"",,5700,"HFO","500 PK","","TANKER"
13252,"",,5700,"HFO","550 PK","","TANKER"
13253,"",,5699,"HFO","500 PK","","TANKER"
13254,"",,5737,"HFO","500 PK","","TANKER"
13255,"",,5737,"HFO","400 PK","","TANKER"
13256,"",,5737,"HFO","370 KW","","TANKER"
13257,"",,5737,"HFO","500 PK","","TANKER"
13258,"",,2789,"HFO","2X405 KW","405 KW","OFFSHORE"
13259,"",,12357,"HFO","","","GEN CARGO"
13260,"",,6840,"HFO","","","GEN CARGO"
13261,"",,6840,"HFO","","","GEN CARGO"
13263,"",,12357,"HFO","","","GEN CARGO"
13265,"",,507,"HFO","95 KW","","TANKER"
13266,"",,2942,"HFO"," "," ","TANKER"
13267,"",,2942,"HFO"," "," ","TANKER"
13268,"",,8017,"HFO","","","BULK"
13269,"",,3015,"HFO","","","BULK"
13270,"",,3015,"HFO","","","BULK"
13271,"",,3880,"HFO","2X400PK","400 PK","TUG"
13272,"",,3917,"HFO","2X400PK","400 PK","TUG"
13274,"",,23094,"HFO","2X1119 KW","","PASSENGER"
13275,"",,23099,"HFO","JA","","PASSENGER"
13276,"",,4266,"HFO","","","TANKER"
13277,"",,4339,"HFO","420 KW","","GEN CARGO"
13278,"",,4413,"HFO","","","GEN CARGO"
13832,"",,1706,"HFO","","","DREDGING"
13833,"",,7599,"HFO","1000PK","","GEN CARGO"
13835,"",,10200,"HFO","","","BULK"
13836,"",,12357,"HFO","","","TANKER"
13837,"",,4487,"HFO","370","","GEN CARGO"
13838,"",,10200,"HFO","","","BULK"
13840,"",,9600,"HFO","","","TANKER"
13841,"",,10200,"HFO","","","BULK"
13842,"",,7796,"HFO","","","TANKER"
13843,"",,4486,"HFO","500 KW","","GEN CARGO"
13845,"",,970,"HFO","","","GEN CARGO"
13846,"",,7796,"HFO","","","TANKER"
13847,"",,7796,"HFO","","","GEN CARGO"
13848,"",,367,"HFO","","","DREDGING"
13849,"",,1940,"HFO","200","","GEN CARGO"
13851,"",,1940,"HFO","135 KW","","GEN CARGO"
13852,"",,10200,"HFO","","","BULK"
13853,"",,309,"HFO","","","TUG"
13854,"",,10075,"HFO","","","BULK"
13855,"",,375,"HFO","JA","","SAIL"
13856,"",,294,"","","","GEN CARGO"
13858,"",,970,"HFO","","","GEN CARGO"
13859,"",,3959,"HFO","","","GEN CARGO"
13860,"",,3059,"HFO","","","TANKER"
13861,"",,198,"HFO","","","OFFSHORE"
13862,"",,8161,"HFO"," "," ","BULK"
13863,"",,750,"","80 PK","","YACHT"
13864,"",,2450,"HFO","250 PK","","NAVY"
13865,"",,2450,"HFO","400 PK","","NAVY"
13866,"",,2450,"HFO","400 PK","","NAVY"
14083,"",,2360,"HFO","368 KW","","TANKER"
14084,"",,17064,"HFO","","","TANKER"
14086,"",,1713,"HFO","1000 PK","","DREDGING"
14088,"",,5333,"","","","BULK"
14089,"",,7980,"HFO","","","GEN CARGO"
14090,"",,7980,"HFO","","","GEN CARGO"
14091,"",,5994,"HFO","","","TANKER"
14092,"",,1471,"HFO","","","GEN CARGO"
14093,"",,17858,"HFO","","","BULK"
14094,"",,18021,"HFO","","","PASSENGER"
13705,"",,15402,"HFO","","","TANKER"
13706,"",,17859,"HFO"," "," ","TANKER"
11419,"",,5634,"HFO"," "," ","TANKER"
11420,"",,5634,"HFO","","","TANKER"
11421,"",,5634,"HFO"," "," ","TANKER"
11422,"",,5296,"HFO","800 PK","","TANKER"
11423,"",,10073,"HFO","2X 800KW","","TUG"
11425,"",,5457,"HFO","","","GEN CARGO"
11426,"",,5457,"HFO","","","GEN CARGO"
11428,"",,9394,"HFO","","","TANKER"
11429,"",,1227,"HFO","","","GEN CARGO"
11430,"",,1229,"HFO","","","GEN CARGO"
11431,"",,10600,"HFO","2X740 KW","370 KW","GEN CARGO"
11432,"",,10600,"HFO","","","PASSENGER"
11433,"",,2427,"HFO","","","TANKER"
11434,"",,7120,"HFO","","","BULK"
11435,"",,6708,"HFO","","","GEN CARGO"
11437,"",,9540,"HFO","","","BULK"
11439,"",,7061,"HFO","","","BULK"
11440,"",,7061,"HFO","","","BULK"
11441,"",,7061,"HFO","","","BULK"
11442,"",,7061,"HFO","","","BULK"
11443,"",,7870,"HFO","","","BULK"
11444,"",,8679,"HFO","","","BULK"
11445,"",,8473,"HFO","","","BULK"
11446,"",,9562,"HFO","","","BULK"
11447,"",,10709,"HFO","","","TANKER"
11448,"",,8753,"HFO","","","BULK"
11450,"",,7576,"HFO","","","TANKER"
11452,"",,7576,"HFO","","","TANKER"
11453,"",,4781,"HFO","","","GEN CARGO"
11454,"",,16260,"HFO","","","TANKER"
11455,"",,10297,"HFO","","","TANKER"
11456,"",,7944,"HFO","770 KW","","GEN CARGO"
11457,"",,8532,"HFO","","","GEN CARGO"
11458,"",,4928,"HFO","","","BULK"
11459,"",,7061,"HFO","","","GEN CARGO"
11461,"",,7061,"HFO","","","GEN CARGO"
11463,"",,6360,"HFO","","","BULK"
11464,"",,5649,"HFO","","","BULK"
11465,"",,7061,"HFO","","","BULK"
11466,"",,9540,"HFO","","","BULK"
11467,"",,8473,"HFO","","","BULK"
12193,"",,7598,"HFO","JA","","GEN CARGO"
12194,"",,441,"HFO","115 KW","","GEN CARGO"
12195,"",,441,"HFO","115 KW","","GEN CARGO"
12196,"",,441,"HFO","100 KW","","GEN CARGO"
12197,"",,9540,"HFO","","","BULK"
12198,"",,21927,"HFO","1500 PK","","GEN CARGO"
12199,"",,21779,"HFO","1800 PK","","GEN CARGO"
12200,"",,3012,"HFO","550 PK","","TANKER"
12202,"",,1099,"HFO","147 KW","","GEN CARGO"
12203,"",,10393,"HFO","","","BULK"
12204,"",,5884,"HFO","","","BULK"
12205,"",,2028,"HFO","","","TUG"
12206,"",,6752,"HFO","800 PK","","TUG"
12207,"",,809,"HFO","","","TANKER"
12209,"",,9300,"HFO","","","TANKER"
12210,"",,8664,"HFO","","","BULK"
12211,"",,2942,"HFO","","","TUG"
12212,"",,23795,"HFO","2X1000PK","","PASSENGER"
12213,"",,3001,"HFO","477 KW","","GEN CARGO"
12215,"",,8799,"HFO","","","BULK"
12216,"",,12177,"HFO","","","BULK"
12217,"",,6620,"HFO","600 PK","","TANKER"
12218,"",,1250,"HFO","","","OFFSHORE"
12219,"",,2438,"HFO","250 PK.","","TANKER"
12221,"",,13529,"HFO","","","BULK"
12222,"",,11693,"HFO","","","BULK"
12223,"",,16981,"HFO","","","BULK"
12224,"",,12489,"HFO","","","TANKER"
12225,"",,1470,"HFO","185 KW","","GEN CARGO"
12226,"",,695,"HFO","250 PK","","GEN CARGO"
12228,"",,600,"HFO","540","","GEN CARGO"
12229,"",,599,"HFO","400 KW","","GEN CARGO"
12231,"",,6178,"HFO","","","BULK"
12232,"",,6178,"HFO","","","BULK"
12233,"",,3346,"HFO","","","BULK"
12234,"",,3346,"HFO","","","GEN CARGO"
12235,"",,3346,"HFO","","","GEN CARGO"
12236,"",,14122,"HFO","","","BULK"
12237,"",,5516,"HFO","","","BULK"
12238,"",,5031,"HFO","","","BULK"
12239,"",,1618,"HFO","","","GEN CARGO"
13279,"",,4413,"HFO","","","GEN CARGO"
13280,"",,23170,"HFO","900 KW","","GEN CARGO"
13282,"",,8789,"HFO","1000 PK","","GEN CARGO"
13283,"",,8790,"","1000 PK","","GEN CARGO"
13285,"",,7061,"HFO","","","BULK"
13286,"",,7061,"HFO","","","BULK"
13287,"",,11071,"HFO","","","BULK"
13288,"",,4472,"HFO","500 PK","","GEN CARGO"
13289,"",,4472,"HFO","500 PK","","GEN CARGO"
13290,"",,8973,"HFO","","","BULK"
13291,"",,21846,"HFO","","","TUG"
13292,"",,676,"HFO","167 PK","","GEN CARGO"
13293,"",,2207,"","","","TUG"
13294,"",,21382,"","","","GEN CARGO"
13296,"",,10653,"HFO","2X1200","2X1300","OFFSHORE"
13298,"",,1320,"HFO","400PK","","GEN CARGO"
13299,"",,1099,"HFO","JA","","GEN CARGO"
13301,"",,4001,"HFO","551 KW","","TANKER"
13302,"",,1898,"HFO","360 KW","","GEN CARGO"
13303,"",,4965,"HFO","","","BULK"
13304,"",,5150,"HFO","","","GEN CARGO"
13305,"",,3015,"HFO","","","GEN CARGO"
13306,"",,11360,"HFO","","","BULK"
13307,"",,3715,"","","","FISHING"
13308,"",,6840,"HFO","1000 PK","","GEN CARGO"
13309,"",,1320,"HFO","","","GEN CARGO"
13310,"",,599,"MDO","132 KW","","GEN CARGO"
13311,"",,1939,"HFO","250 PK","","GEN CARGO"
13312,"",,16925,"HFO","","","TANKER"
13314,"",,9599,"HFO","1200 PK","","GEN CARGO"
13315,"",,5994,"HFO","","","BULK"
13316,"",,1324,"HFO","385 PK","","TANKER"
13317,"",,2500,"HFO","","","GEN CARGO"
13319,"",,3846,"HFO","600 PK","","TUG"
13320,"",,19999,"","2X2200PK","","TANKER"
13321,"",,7919,"HFO","700 KW","","GEN CARGO"
13322,"",,7944,"HFO","700 KW","","GEN CARGO"
13323,"",,16500,"HFO","2000","2000","OFFSHORE"
13325,"",,536,"HFO","","","GEN CARGO"
13326,"",,12578,"HFO","","","TANKER"
15953,"",,3577,"HFO","570 KW","","TANKER"
15954,"",,5970,"HFO","","","BULK"
15955,"",,7949,"HFO","800 PK","","GEN CARGO"
15956,"",,7949,"HFO","800 KW","","GEN CARGO"
15957,"",,7949,"HFO","800 KW","","GEN CARGO"
15958,"",,7950,"HFO","800 KW","","GEN CARGO"
15959,"",,7950,"HFO","800 KW","","GEN CARGO"
15960,"",,7949,"HFO","800 KW","","GEN CARGO"
15962,"",,7949,"HFO","800 KW","","GEN CARGO"
15963,"",,13534,"HFO","","","BULK"
15964,"",,9378,"HFO","2000 KW","","BULK"
15965,"",,9017,"HFO","","","TANKER"
15966,"",,9309,"HFO","","","BULK"
15967,"",,9309,"","","","GEN CARGO"
15968,"",,1320,"HFO","","","GEN CARGO"
15969,"",,920,"HFO","236 PK","","GEN CARGO"
15970,"",,6596,"HFO","","","FISHING"
15971,"",,1985,"HFO","80 PK","","GEN CARGO"
15972,"",,1985,"HFO","","","GEN CARGO"
15974,"",,3299,"HFO","350 KW","","GEN CARGO"
15975,"",,2639,"HFO","800 PK","","BULK"
15976,"",,2639,"HFO","570 KW","","GEN CARGO"
15977,"",,2639,"HFO","800 PK","","BULK"
15978,"",,2648,"HFO","800 PK","","BULK"
15979,"",,1140,"HFO","JA"," ","TANKER"
15980,"",,1349,"HFO","150 PK","","SALVAGE"
15981,"",,4856,"HFO","2X1000PK","2X800PK","TUG"
15982,"",,1101,"HFO","360 PK","","TANKER"
15983,"",,10625,"HFO","2X1400PK","","OFFSHORE"
15985,"",,3360,"HFO","435KW","","GEN CARGO"
15986,"",,3360,"HFO","400 KW","","GEN CARGO"
15987,"",,3350,"HFO","250 KW","","GEN CARGO"
15988,"",,3360,"HFO","600PK","","GEN CARGO"
15989,"",,3688,"HFO","400 KW","","GEN CARGO"
15990,"",,743,"HFO","JA","","FISHING"
15991,"",,743,"HFO","JA"," ","FISHING"
15993,"",,743,"HFO","JA","","FISHING"
15994,"",,743,"HFO","JA","","FISHING"
15995,"",,13368,"HFO","1200 KW","","OFFSHORE"
16930,"",,7134,"HFO","","","TANKER"
16931,"",,12431,"HFO","","","BULK"
16932,"",,12430,"HFO","","","BULK"
16933,"",,12430,"HFO","","","BULK"
16934,"",,12430,"HFO","","","BULK"
16935,"",,3791,"HFO","410 KW","","TANKER"
16937,"",,49341,"HFO","2000KW","","GEN CARGO"
16938,"",,49341,"HFO","2680PK","","GEN CARGO"
16939,"",,49307,"HFO","2500 PK","","GEN CARGO"
16940,"",,14253,"HFO","","","BULK"
16941,"",,5396,"HFO","1000 PK","","PASSENGER"
16942,"",,2006,"MDO","","","TUG"
16943,"",,2900,"MDO","","","TUG"
16945,"",,2199,"HFO","250 KW","","TANKER"
16946,"",,2199,"HFO","250 KW","","TANKER"
16947,"",,3604,"HFO","380","","TANKER"
16948,"",,3530,"HFO","413 PK","","TANKER"
16950,"",,9709,"HFO","","","BULK"
16952,"",,23460,"HFO","","","TANKER"
16953,"",,23470,"HFO","","","BULK"
16954,"",,9372,"HFO","","","COMBI"
16955,"",,9372,"HFO","","","BULK"
16956,"",,9047,"HFO","","","BULK"
16957,"",,9047,"HFO","","","BULK"
16958,"",,9047,"HFO","","","BULK"
16959,"",,9047,"HFO","","","BULK"
16960,"",,36510,"HFO","2500 KW","","GEN CARGO"
16961,"",,2700,"HFO","350 PK","","TANKER"
16962,"",,2700,"HFO","350 KW","","TANKER"
16963,"",,2486,"HFO","","","PASSENGER"
16965,"",,6031,"HFO","","","GEN CARGO"
16966,"",,6031,"HFO","","","GEN CARGO"
16967,"",,6030,"HFO","","","GEN CARGO"
16968,"",,8380,"HFO","","","TANKER"
16969,"",,8385,"HFO","","","TANKER"
16970,"",,8385,"HFO","","","TANKER"
16971,"",,8385,"HFO","","","TANKER"
16972,"",,2720,"HFO","280 KW","","GEN CARGO"
14472,"",,,"","","","WORKSHIP"
14473,"",,500,"MDO","","","PASSENGER"
14474,"",,0,"HFO","","","OFFSHORE"
14475,"",,0,"HFO","","2X1000PK","OFFSHORE"
14476,"",,0,"HFO","","","OFFSHORE"
14477,"",,0,"HFO","","","OFFSHORE"
14478,"",,0,"HFO","","","OFFSHORE"
14479,"",,8400,"HFO","","","OFFSHORE"
14481,"",,0,"HFO","","","OFFSHORE"
14483,"",,0,"HFO","","2X1000PK","OFFSHORE"
14484,"",,0,"HFO","","","OFFSHORE"
14485,"",,0,"HFO","","","OFFSHORE"
14486,"",,0,"HFO","","2X4000PK","OFFSHORE"
14487,"",,6472,"HFO","","2X3468PK","OFFSHORE"
14488,"",,0,"HFO","","","OFFSHORE"
14489,"",,0,"HFO","","","OFFSHORE"
14491,"",,0,"","","2X1000PK","OFFSHORE"
14492,"",,0,"HFO","","","OFFSHORE"
14493,"",,0,"HFO","","","OFFSHORE"
14495,"",,0,"HFO","","2X4000PK","OFFSHORE"
14496,"",,0,"HFO","","","OFFSHORE"
14497,"",,0,"HFO","","","OFFSHORE"
14498,"",,0,"HFO","","","OFFSHORE"
14499,"",,0,"HFO","","","OFFSHORE"
14500,"",,0,"HFO","","","OFFSHORE"
14501,"",,6472,"HFO","","2X2500KW","OFFSHORE"
14503,"",,0,"","","","PONTOON"
14504,"",,0,"HFO","","2X3000PK","OFFSHORE"
14505,"",,0,"HFO","","","OFFSHORE"
14506,"",,0,"HFO","","","OFFSHORE"
14508,"",,0,"HFO","","","OFFSHORE"
14509,"",,0,"HFO","","","OFFSHORE"
14510,"",,0,"HFO","","","OFFSHORE"
14511,"",,0,"HFO","","","OFFSHORE"
14512,"",,0,"HFO","","","PONTOON"
14513,"",,28240,"HFO","4X2795 KW","4X2795 KW","OFFSHORE"
14514,"",,6000,"HFO","","","OFFSHORE"
14515,"",,0,"HFO","","","OFFSHORE"
14516,"",,0,"HFO","","","OFFSHORE"
15240,"",,882,"HFO","","","GEN CARGO"
15242,"",,1472,"HFO","","","TANKER"
15243,"",,1176,"HFO","","","GEN CARGO"
15244,"",,1176,"HFO","","","GEN CARGO"
15245,"",,480,"HFO","","","WORKSHIP"
15246,"",,1029,"HFO","","","GEN CARGO"
15247,"",,1029,"HFO","","","GEN CARGO"
15248,"",,515,"","","","GEN CARGO"
15249,"",,1029,"HFO","","","GEN CARGO"
15250,"",,0,"HFO","","","PONTOON"
15253,"",,1472,"HFO","","","TANKER"
15254,"",,1472,"HFO","","","TANKER"
15255,"",,478,"HFO","","","DREDGING"
15256,"",,442,"HFO","","","OFFSHORE"
15257,"",,404,"HFO","50 KW","","TANKER"
15258,"",,1680,"HFO","","","TUG"
15259,"",,1029,"HFO","","","GEN CARGO"
15260,"",,1765,"HFO","","","GEN CARGO"
15261,"",,1029,"HFO","","","GEN CARGO"
15262,"",,1029,"HFO","","","GEN CARGO"
15264,"",,970,"HFO","","","GEN CARGO"
15266,"",,485,"","","","GEN CARGO"
15267,"",,1324,"HFO","95 KW","","GEN CARGO"
15268,"",,1029,"HFO","","","GEN CARGO"
15269,"",,1029,"HFO","","","GEN CARGO"
15271,"",,1319,"HFO","","","GEN CARGO"
15272,"",,1029,"HFO","","","GEN CARGO"
15274,"",,1029,"HFO","","","GEN CARGO"
15275,"",,1029,"HFO","","","GEN CARGO"
15276,"",,1029,"HFO","","","GEN CARGO"
14964,"",,3354,"HFO","NEE","","GEN CARGO"
14965,"",,3354,"HFO","210 PK","","GEN CARGO"
14966,"",,2427,"HFO","","","TANKER"
14967,"",,2427,"HFO","","","TANKER"
14969,"",,7259,"HFO","2X430"," ","DREDGING"
14970,"",,1079,"HFO","150 PK","","GEN CARGO"
14971,"",,530,"HFO","","","FISHING"
14972,"",,24500,"HFO","","","GEN CARGO"
14973,"",,24500,"HFO","","","GEN CARGO"
14974,"",,24500,"HFO","1200KW","","GEN CARGO"
14975,"",,4635,"HFO","","","TANKER"
15996,"",,13368,"HFO","JA","","OFFSHORE"
15998,"",,21700,"HFO","1300 KW","","GEN CARGO"
15999,"",,21699,"HFO","1300KW","","GEN CARGO"
16001,"",,11549,"HFO","850 KW","","GEN CARGO"
16003,"",,10411,"HFO","1000 KW","","TANKER"
16004,"",,10411,"HFO","1200PK","","TANKER"
16005,"",,10422,"HFO","1200PK","","TANKER"
16006,"",,10550,"HFO","","","TANKER"
16008,"",,6664,"HFO","","","TANKER"
16009,"",,11989,"HFO","","","BULK"
16010,"",,15420,"HFO","","","TANKER"
16011,"",,3480,"HFO","","","TUG"
16012,"",,600,"MDO","130 KW","","GEN CARGO"
16013,"",,600,"HFO","130 KW","","GEN CARGO"
16014,"",,34560,"HFO","2X1720 KW","1720 KW","PASSENGER"
16015,"",,34560,"HFO","2X1720KW","1720 KW","PASSENGER"
16016,"",,34560,"HFO","2X1720 KW","1720 KW","PASSENGER"
16017,"",,16844,"HFO","","","TANKER"
16018,"",,21721,"","","","TANKER"
16019,"",,18900,"HFO","","","BULK"
16020,"",,370,"HFO","JA","","DREDGING"
16022,"",,8049,"HFO","","","GEN CARGO"
16023,"",,6178,"HFO","","","BULK"
16024,"",,6178,"HFO","","","BULK"
16025,"",,9449,"HFO","","","BULK"
16026,"",,9449,"HFO","","","BULK"
16027,"",,7999,"HFO","","","BULK"
16028,"",,5396,"HFO","450 KW","","TANKER"
16029,"",,5400,"HFO","500 KW","","GEN CARGO"
16030,"",,2639,"HFO","294 KW","","GEN CARGO"
16032,"",,1969,"HFO","353 KW","","GEN CARGO"
16034,"",,1329,"HFO","160 KW","","GEN CARGO"
16035,"",,4235,"HFO","500 PK","","GEN CARGO"
16036,"",,4235,"HFO","400 KW","","GEN CARGO"
16037,"",,4119,"HFO","","","GEN CARGO"
16038,"",,12509,"HFO","1343 KW","","GEN CARGO"
16039,"",,12509,"HFO","1800 PK","","GEN CARGO"
16040,"",,2831,"HFO","","","TANKER"
16973,"",,2721,"HFO","280 KW","","GEN CARGO"
16974,"",,3898,"HFO","JA","","GEN CARGO"
16976,"",,3840,"HFO","360 KW","","GEN CARGO"
16977,"",,4523,"HFO","360 KW","","GEN CARGO"
16978,"",,3840,"HFO","360 KW","","GEN CARGO"
16979,"",,3840,"HFO","360 KW","","GEN CARGO"
16980,"",,12835,"HFO","","","BULK"
16982,"",,12430,"HFO","","","BULK"
16983,"",,1329,"HFO","180KW","","GEN CARGO"
16984,"",,12147,"HFO","","","GEN CARGO"
16985,"",,12142,"HFO","","","GEN CARGO"
16986,"",,2650,"","280 KW","","GEN CARGO"
16376,"",,4413,"HFO","","","GEN CARGO"
16377,"",,4413,"HFO","","","GEN CARGO"
16378,"",,25744,"HFO","","","TANKER"
16379,"",,25744,"HFO","","","TANKER"
16380,"",,10444,"HFO","","","TANKER"
16381,"",,3604,"HFO","","","GEN CARGO"
16382,"",,12500,"HFO","","","BULK"
16384,"",,18778,"HFO","","","TANKER"
16385,"",,2130,"HFO","300PK","","TANKER"
16386,"",,12908,"HFO","","","BULK"
16387,"",,2425,"HFO","","","TANKER"
16389,"",,12356,"HFO","","","TANKER"
16390,"",,2427,"HFO","","","TANKER"
16391,"",,2427,"HFO"," "," ","TANKER"
16392,"",,25744,"HFO","","","TANKER"
16393,"",,26079,"HFO","","","TANKER"
16394,"",,26105,"HFO","","","TANKER"
16395,"",,26079,"HFO","","","TANKER"
16396,"",,23170,"HFO","1100 KW","","GEN CARGO"
16398,"",,18778,"HFO","","","TANKER"
16399,"",,16491,"HFO","","","TANKER"
16400,"",,3999,"HFO","695 KW","","GEN CARGO"
16401,"",,3000,"HFO","373 PK","","TANKER"
16403,"",,11471,"HFO","2X1000PK","1000PK","TUG"
16404,"",,11327,"HFO","","","TUG"
16405,"",,3000,"HFO","300 KW","","GEN CARGO"
16406,"",,2999,"HFO","300 KW","","GEN CARGO"
14517,"",,0,"","2X","2X","OFFSHORE"
14519,"",,0,"","","","OFFSHORE"
14520,"",,0,"","","","OFFSHORE"
14521,"",,0,"","","","OFFSHORE"
14522,"",,0,"HFO","2X3219PK","2X3219PK","OFFSHORE"
14523,"",,0,"HFO","","","OFFSHORE"
14524,"",,0,"","","","OFFSHORE"
14526,"",,0,"HFO","","","OFFSHORE"
14527,"",,0,"","","2X1000PK","OFFSHORE"
14528,"",,0,"","","2X1000PK","OFFSHORE"
14530,"",,4800,"HFO","2X1600 PK","2X1600PK","OFFSHORE"
14531,"",,4800,"HFO","2X1600PK","2X1600PK","OFFSHORE"
14532,"",,4000,"HFO","","2X3000","OFFSHORE"
14533,"",,4800,"HFO","2X1600PK","2X1600PK","OFFSHORE"
14534,"",,0,"HFO","","","OFFSHORE"
14535,"",,0,"HFO","","","OFFSHORE"
