"ID","MAIN_ENGINE_MANUFACTURER","NUMBER_OF_PROPELLORS","MAIN_ENGINE_CAPACITY","TYPE_OF_FUEL","BOW_THRUSTER","STERN_THRUSTER","SHIP_CATEGORY"
19519,"",,7134,"HFO","","","BULK"
19520,"",,12269,"HFO","","","BULK"
19521,"",,8910,"HFO","","","BULK"
19522,"",,7944,"HFO","","","BULK"
19524,"",,4164,"HFO","300 KW","","TANKER"
19525,"",,4165,"HFO","330 KW","","TANKER"
19526,"",,3552,"HFO","JA","","TANKER"
19527,"",,23999,"HFO","JA","","GEN CARGO"
19528,"",,3251,"HFO","221 KW","","GEN CARGO"
19529,"",,3251,"HFO","300 KW","","GEN CARGO"
19530,"",,3249,"HFO","221 KW","","GEN CARGO"
19531,"",,3249,"HFO","300 KW","","GEN CARGO"
19534,"",,4891,"HFO","500 KW","","GEN CARGO"
19535,"",,2998,"HFO","600 PK","","GEN CARGO"
19536,"",,9999,"","600 KW","","GEN CARGO"
19537,"",,15999,"HFO","800 KW","","GEN CARGO"
19538,"",,15999,"HFO","800 KW","","GEN CARGO"
19539,"",,41044,"HFO","1826 KW","","GEN CARGO"
19540,"",,41042,"HFO","1800 KW","","GEN CARGO"
19541,"",,41044,"HFO","1800 KW","","GEN CARGO"
19542,"",,41044,"HFO","1800 KW","","GEN CARGO"
19543,"",,41039,"HFO","2500 PK","","GEN CARGO"
19545,"",,2199,"HFO","400 KW","","GEN CARGO"
19547,"",,2200,"HFO","300 KW","","GEN CARGO"
19548,"",,2200,"HFO","250 PK","","GEN CARGO"
19549,"",,7134,"HFO","600 KW","","TANKER"
19550,"",,7134,"HFO","650 KW","","TANKER"
19551,"",,9003,"","2X4000KW","2X3000KW","OFFSHORE"
19552,"",,3960,"HFO","350 KW","","GEN CARGO"
19553,"",,3960,"HFO","350 KW","","GEN CARGO"
19554,"",,3960,"","350 KW","","GEN CARGO"
19555,"",,4319,"HFO","350 KW","","GEN CARGO"
19556,"",,4300,"HFO","350 KW","","GEN CARGO"
19557,"",,4319,"HFO","350 KW","","GEN CARGO"
17014,"",,12835,"HFO","","","BULK"
17015,"",,12835,"HFO","","","BULK"
17016,"",,16259,"HFO","735 KW","735 KW","GEN CARGO"
17017,"",,4250,"HFO","","","GEN CARGO"
17018,"",,4853,"HFO","","","BULK"
17019,"",,7134,"HFO","","","TANKER"
17021,"",,23471,"HFO","","","TANKER"
17022,"",,23479,"HFO","","","TANKER"
17024,"",,15390,"HFO","","","BULK"
17025,"",,3299,"HFO","220 KW","","TANKER"
17026,"",,3299,"HFO","350 KW","","TANKER"
17027,"",,7855,"HFO","1000 PK","","TANKER"
17028,"",,4480,"HFO","370KW","","GEN CARGO"
17029,"",,3699,"HFO","410 KW","","TANKER"
17030,"",,3699,"HFO","410 KW","","TANKER"
17031,"",,4500,"HFO","550 PK","","TANKER"
17032,"",,2992,"HFO","600 KW","","GEN CARGO"
17033,"",,3449,"HFO","240 KW","","TANKER"
17035,"",,7024,"HFO","","","BULK"
17037,"",,7024,"HFO","","","BULK"
17038,"",,691,"HFO","","","GEN CARGO"
17039,"",,7134,"HFO","","","TANKER"
17040,"",,7134,"HFO","","","TANKER"
17041,"",,7024,"HFO","","","BULK"
17042,"",,13790,"HFO","","","BULK"
17043,"",,12049,"HFO","","","BULK"
17044,"",,11651,"HFO","","","TANKER"
17045,"",,8826,"HFO","","","BULK"
17046,"",,3299,"HFO","220 KW","","TANKER"
17047,"",,11060,"","","","BULK"
17049,"",,1147,"HFO","","","GEN CARGO"
17050,"",,9015,"HFO","","","BULK"
