ID	ZB_TYPE	SHIPNUMBER	SHIPNUMBER_TYPE	CALLSIGN	SHIPNAME	LENGTH	BEAM	MMSI_NUMBER	MAXIMUM_DRAUGHT	TONNAGE	CATEGORY
14123	Z	8709169	IMO	H8WV	MSC JENNY	244	32.2		125	39990	GEN CARGO
14124	Z	8709286	IMO	9VMU2	BOW LEOPARD	170	32.2		113	22757	TANKER
14125	Z	8709298	IMO	9VAL9	BOW CHEETAH	170	32.2		113	22757	TANKER
14126	Z	8709470	IMO	HO3293	AMBER G	42	9.5		53	499	FISHING
14127	Z	8709573	IMO	C6WC2	VOYAGER	152	20.6	309695000	59	15396	PASSENGER
14128	Z	8709585	IMO	YHTH	SOECHI CHEMICAL VII	107	15.5		61	3482	TANKER
14129	Z	8709597	IMO	S6CD9	SOECHI CHEMICAL IX	107	15.5		60	3482	TANKER
14130	Z	8709640	IMO	3FTW9	MSC MIRELLA	177	32.2		107	27103	GEN CARGO
14131	Z	8709705	IMO	DIWX	CM WULF	30	11.1	211333300	25	232	TUG
14132	Z	8709717	IMO	3FBC4	X-PRESS TOWER	138	11.3		82	10139	GEN CARGO
14133	Z	8709731	IMO	ELHS5	STOLT AZALEA	108	18.2		71	4740	TANKER
14134	Z	8709743	IMO	VRAC4	STOLT LILY	108	18.2		71	4740	TANKER
14135	Z	8709767	IMO	OVUE2	DAN FIGHTER	64	10.6		34	851	GEN CARGO
14136	Z	8709779	IMO	PDWQ	GRIETJE GEERTRUIDA	43	9	244452000	41	552	FISHING
14137	Z	8709846	IMO	LLBR3	TENOR	59	13	259663000	58	2111	OFFSHORE
14138	Z	8710039	IMO	S2BD	BANGLAR MOOKH	159	22.9		90	13125	GEN CARGO
14139	Z	8710065	IMO	ELXY6	SONGA ANETTE	224	32.3	636011270	128	38878	TANKER
14140	Z	8710132	IMO	3EHA6	KAIFU	124	17.8		73	4939	GEN CARGO
14141	Z	8710182	IMO	9VDZ9	RED SEA	233	44		122	49279	TANKER
14142	Z	8710209	IMO	3EHB6	TENFU	124	17.8		98	4939	GEN CARGO
14143	Z	8710326	IMO	VRDJ5	HEBEI GENIUS	269	43.2		164	77725	TANKER
14144	Z	8710340	IMO	3EJB6	GALAXY HARVEST	141	21		83	8519	GEN CARGO
14145	Z	8710364	IMO	ELKS5	SPLENDID HARVEST	141	20.6		82	8483	GEN CARGO
14146	Z	8710376	IMO	YJYC9	SUPREME HARVEST	141	20.6		82	8483	GEN CARGO
14147	Z	8710687	IMO	3FGF7	AGATA M	115	19.2	370856000	73	7876	GEN CARGO
14148	Z	8710699	IMO	V3GS3	LINKUVA	112	16.2		73	4160	GEN CARGO
14149	Z	8710704	IMO	WCY2098	APL RUBY	275	32.2		125	47893	GEN CARGO
14150	Z	8710716	IMO	9VID2	APL TOPAZ	275	32.2		125	47893	GEN CARGO
14151	Z	8710742	IMO	BRTL	BAO ZHONG 218	224	32.2	413201000	133	36120	BULK
14152	Z	8710871	IMO	8PSH	IT INTREPID	115	18.2		63	6141	OFFSHORE
14153	Z	8710895	IMO	3EKG6	ETERNAL ACE	199	32.3		97	55380	GEN CARGO
14154	Z	8710900	IMO	YJXS7	CATTLEYA ACE	198	32.2		97	56823	GEN CARGO
14155	Z	8710950	IMO	A8LG5	CAP TRAFALGAR	200	32.2	211683000	120	29739	GEN CARGO
14156	Z	8710962	IMO	A8LG4	CAP POLONIO	200	32.3		120	29739	GEN CARGO
14157	Z	8710986	IMO	DACF	CAP FINISTERRE	200	32.3		120	29841	GEN CARGO
14158	Z	8710998	IMO	V2PT9	MOSVIK	82	12.5		49	2236	GEN CARGO
14159	Z	8711007	IMO	V7OG3	MC GARNET	326	56.6	538003082	204	145976	BULK
14160	Z	8711045	IMO	DSPY3	FORTUNE ROAD	193	32.2	441489000	103	34261	BULK
14161	Z	8711083	IMO	A8LH2	SEA SPIRIT	185	27.4		122	22838	TANKER
14162	Z	8711095	IMO	V7HN4	OVERSEAS ERMAR	185	27.4	538002266	121	22838	TANKER
14163	Z	8711100	IMO	BRTN	XIN DONG GUAN 2	225	32.2		131	36042	BULK
14164	Z	8711112	IMO	BRWW	WU ZHOU 2	225	32.3	354992000	135	36042	GEN CARGO
14165	Z	8711124	IMO	A8OP3	IRON MONGER 10	268	43.2		166	78244	TANKER
14166	Z	8711136	IMO	9VGE5	OCEAN AMBER	268	43.2		175	78244	TANKER
14167	Z	8711253	IMO	UITP	IGOR ILYINSKIY	132	19.9		69	7095	GEN CARGO
14168	Z	8711265	IMO	YJRD3	FESCO SHATROVA	132	19.9	273146610	69	7095	GEN CARGO
14169	Z	8711289	IMO	YJRC4	FESCO VYSOKOGORSK	132	19.9	576291000	69	7095	GEN CARGO
14170	Z	8711291	IMO	UEYF	SINEGORSK	132	19.9	273148200	69	7095	GEN CARGO
14171	Z	8711306	IMO	LYRP	ALKA	132	19.9	277320000	69	7085	GEN CARGO
14172	Z	8711318	IMO	SYPC	ICE QUEEN	132	19.9		69	7085	GEN CARGO
14173	Z	8711320	IMO	V3NX7	POLAR KING	132	19.9		69	7085	GEN CARGO
14174	Z	8711368	IMO	DGNB	BONN EXPRESS	235	32.3		125	35919	GEN CARGO
14175	Z	8711370	IMO	DEDI	HEIDELBERG EXPRESS	235	32.3		125	35919	GEN CARGO
14176	Z	8711681	IMO	P3FN7	SEA AUSTRAL	100	16		70	3825	GEN CARGO
14177	Z	8711722	IMO	UAGS	KAPITAN KOVALENKO	77	14.5		53	1881	TANKER
14178	Z	8711734	IMO	UCSO	DVINA	77	14.6		54	1897	TANKER
14179	Z	8711772	IMO	UUZB	VOSTOCHNYY	77	14.6		54	1896	TANKER
14180	Z	8711796	IMO	UBGL	LEONID MAKSIMOV	77	14.3		54	1896	TANKER
14181	Z	8711813	IMO	UACC	INZHENER POTURNAK	77	14.3		54	1896	TANKER
14182	Z	8711825	IMO	ENKK	INZHENER VALCHUK	77	14.3		53	1901	TANKER
14183	Z	8711837	IMO	UZNI	ZAPADNYY	77	14.4		54	1896	TANKER
14184	Z	8711887	IMO	UCSR	DESNA	77	14.3		54	1908	TANKER
14185	Z	8711899	IMO	URSE	RUTA	77	14.5		53	1901	TANKER
14186	Z	8711916	IMO	UCZB	GELIOS	122	15.3		35	2871	TANKER
14187	Z	8711954	IMO	USLQ	BORISLAV	77	14.5		54	1924	TANKER
14188	Z	8711966	IMO	UBSS	SAMARA CITY	142	17		41	4407	TANKER
14189	Z	8712075	IMO	VAB2	DUTCH RUNNER	84	16		53	2279	GEN CARGO
14190	Z	8712099	IMO	3FSF8	MORGIANA	291	48	356797000	182	93710	BULK
14191	Z	8712154	IMO	PCZM	BASTIAAN BROERE	104	17	244505000	57	3693	TANKER
14192	Z	8712166	IMO	9HA2671	KEY FIGHTER	104	17	215211000	62	3693	TANKER
14193	Z	8712178	IMO	LXRC	ROYAL CLIPPER	133	16.4		57	4425	SAIL
14194	Z	8712324	IMO	3FRI5	QUEEN ACE	199	32.3		97	55423	GEN CARGO
14195	Z	8712403	IMO	ELMP6	CAPE GULF	274	43.2		164	77823	TANKER
14196	Z	8712491	IMO	HSDJ2	THOR NEXUS	181	23		100	15520	GEN CARGO
14197	Z	8712520	IMO	IBUH	SNAV LAZIO	161	29.6		65	33336	PASSENGER
14198	Z	8712568	IMO	MJDL4	MAGGIE M M.B.E.	26	7.5	233308000	35	284	FISHING
14199	Z	8712570	IMO	PJNE	ETAGAS	134	18.6	306131000	83	7314	TANKER
14200	Z	8712647	IMO	3EGA7	SHANDONG EXPRESS	197	32.2	352794000	106	36202	BULK
14201	Z	8712972	IMO	PFSB	LIA JAN (HD 64)	24	6.4	245662000	21	106	FISHING
14202	Z	8713550	IMO	A8KJ9	AVILA STAR	158	23.5		90	11590	GEN CARGO
14203	Z	8713562	IMO	A8KJ8	AFRIC STAR	158	23.5	311666000	91	11590	GEN CARGO
14204	Z	8713574	IMO	C6XJ7	CENTAURUS	141	22.3		127	8945	GEN CARGO
14205	Z	8713586	IMO	A8KK3	VALPARAISO STAR	141	22.3		92	8945	GEN CARGO
14206	Z	8713598	IMO	MHGL9	SEVILLAN REEFER	141	22.3		92	8945	GEN CARGO
14207	Z	8713603	IMO	C6XJ8	CAPRICORN	141	22.3	311011800	92	8945	GEN CARGO
14208	Z	8713641	IMO	9A2164	BARTOL KASIC	68	16		32	2296	GEN CARGO
14209	Z	8713653	IMO	5BNK3	FOSS	101	17	209716000	59	4462	GEN CARGO
14210	Z	8713744	IMO	FHZD	PORNICHET	30	9.8		36	291	TUG
14211	Z	8713809	IMO	ELYM8	COPERNICUS	73	11.5		44	1525	TANKER
14212	Z	8713811	IMO	J8B3003	FRAKT	73	11.8		44	1524	GEN CARGO
14213	Z	8713823	IMO	ZDHR5	TORILL	73	11.8		44	1524	GEN CARGO
14214	Z	8713976	IMO	3EIQ	NORTHPOLE	113	17.6		72	4626	TANKER
14215	Z	8714011	IMO	3ENV8	TAIGLORY	232	42	419544000	121	52247	TANKER
14216	Z	8714114	IMO	GJTC	BALTIC TERN	106	17		54	3896	GEN CARGO
14217	Z	8714190	IMO	3FNF8	MSC MAYA	242	32.3		117	35598	GEN CARGO
14218	Z	8714205	IMO	3FMG8	MSC SABRINA	242	32.2		108	35598	GEN CARGO
14219	Z	8714217	IMO	V7NM2	MSC LUGANO	241	32.3		117	35958	GEN CARGO
14220	Z	8714229	IMO	VSXC9	NEW ORLEANS EXPRESS	240	32.2		117	35958	GEN CARGO
14221	Z	8714255	IMO	C6RP8	LAVAN	33	10		50	429	TUG
14222	Z	8714267	IMO	LAMU	EIDE MASTER	33	10.6	258395000	50	429	TUG
14223	Z	8714592	IMO	BUSC	NING HUA 407	83	13.5		56	1711	TANKER
14224	Z	8714621	IMO	OWNN2	THOR INGER	67	11.6		35	1167	GEN CARGO
14225	Z	8714657	IMO	9HTM8	LERICI STAR	113	19.2	210246000	85	6030	GEN CARGO
14226	Z	8714669	IMO	9HGC9	CORN LILY	113	19.5		85	6037	GEN CARGO
14227	Z	8714683	IMO	J8B4636	BSLE STAR	113	19.2	256405000	85	6030	GEN CARGO
14228	Z	8714695	IMO	9HYU8	CORN TULIP	113	19.2	245831000	85	6037	GEN CARGO
14229	Z	8714748	IMO	HP5612	MUMBAI BUTTERFLY	64	10.6	245289000	34	851	GEN CARGO
14230	Z	8714762	IMO	AUFD	JAG LAKSHYA	267	46.2		161	79552	TANKER
14231	Z	8714841	IMO	DFVT	WALTER HAMMANN	58	11.7		35	1156	GEN CARGO
14232	Z	8714891	IMO	C6TB4	SMIT MADURA	50	14.3	311566000	57	1070	TUG
14233	Z	8714918	IMO	V7BM7	TASMAN RESOLUTION	173	27.6		154	18936	GEN CARGO
14234	Z	8714920	IMO	V7BM6	TASMAN INDEPENDENCE	173	27.6		100	18936	GEN CARGO
14235	Z	8714968	IMO	3FOR7	FSO PM-3 CAA	292	42	351449000	140	57748	TANKER
14236	Z	8714970	IMO	VRFE7	ZHEN HUA 15	233	42	477661900	135	39771	GEN CARGO
14237	Z	8714982	IMO	ELND9	MONTARA VENTURE	274	43.2	636009320	162	76992	TANKER
14238	Z	8714994	IMO	LJPU3	CATHERINE KNUTSEN	277	43.2		167	77389	TANKER
14239	Z	8715003	IMO	DSPH5	SAMSUN ARAHAN	225	32.3		136	36781	BULK
14240	Z	8715015	IMO	9HYR8	ANNOULA	225	32.3		133	36781	BULK
14241	Z	8715027	IMO	ELJH7	STAR II	327	57.2	636008526	220	157196	TANKER
14242	Z	8715039	IMO	ELJH8	DORADO	327	57.2		220	157196	TANKER
14243	Z	8715041	IMO	9HCA9	DESIMI	309	50		180	110779	BULK
14244	Z	8715156	IMO	FNFX	CGG HARMATTAN	96	15.6	227078000	65	4599	OFFSHORE
14245	Z	8715235	IMO	9A2244	JAKI	29	10.6		53	353	TUG
14246	Z	8715247	IMO	9A6582	SMJELI	29	10.7		53	353	TUG
14247	Z	8715261	IMO	XVCU	PHU MY	156	22.9		86	11977	GEN CARGO
14248	Z	8715273	IMO	DSOE6	BRIGHT DREAM	173	23.7		102	15893	GEN CARGO
14249	Z	8715285	IMO	9HPQ5	ATLANTIC HOPE	173	23.7	248035000	100	15893	GEN CARGO
14250	Z	8715297	IMO	VRDC4	RI ZHAO STEEL NO.1	224	32.2		133	36120	BULK
14251	Z	8715302	IMO	VRWA7	BRIGHT CITY	224	32.2		133	36120	BULK
14252	Z	8715314	IMO	3EPK9	C. YOUNG	225	32.2		133	36986	BULK
14253	Z	8715338	IMO	DSNN9	SEA HONOUR	110	16.4		67	4191	BULK
14254	Z	8715443	IMO	LZFR	SOFIA	156	22.9		86	11977	GEN CARGO
14255	Z	8715455	IMO	3WBU	PHU TAN	156	22.9		86	11982	GEN CARGO
14256	Z	8715467	IMO	9VAZ2	DA JI	156	22.9		86	11982	GEN CARGO
14257	Z	8715479	IMO	S6MD	OCEAN APEX	223	42.6		198	52902	TANKER
14258	Z	8715493	IMO	3ESM7	NEELAM	224	32.2		132	37086	BULK
14259	Z	8715508	IMO	T2XJ2	THERESA ARCTIC	228	32.3	572537000	161	43414	TANKER
14260	Z	8715510	IMO	V7OT7	BLUEFIN	228	32.3		161	43414	TANKER
14261	Z	8715522	IMO	V7HS5	SMOOTH HOUND	228	32.3		139	43398	TANKER
14262	Z	8715534	IMO	LAON5	M3 SUSANNE	228	32.3	257567000	161	43398	TANKER
14263	Z	8715546	IMO	LEOT3	TOVE KNUTSEN	245	42.5		150	61206	TANKER
14264	Z	8715613	IMO	9HCX5	LUCKY SAILOR	277	44.4		166		TANKER
14265	Z	8715651	IMO	VRZT7	HEBEI AMBITION	327	57.2	477838000	208	154665	BULK
14266	Z	8715821	IMO	A8NG5	ARKTOS	164	22		98	12844	BULK
14267	Z	8715833	IMO	BROX	XIANG HONG	164	22		98	12844	BULK
14268	Z	8715845	IMO	BROY	XIANG HAO	164	22		98	13253	BULK
14269	Z	8715857	IMO	3FIF9	MSC SARISKA	294	32.3	351356000	135	52181	GEN CARGO
14270	Z	8715869	IMO	HPQE	MSC FEDERICA	294	32.3		135	52181	GEN CARGO
14271	Z	8715871	IMO	H3XG	MSC PILAR	294	32.2	371853000	135	52181	GEN CARGO
14272	Z	8715883	IMO	LAXT4	SIGLOO HAV	153	22		90	11191	TANKER
14273	Z	8715895	IMO	LAXU4	SIGLOO TOR	153	22		90	11191	TANKER
14274	Z	8716007	IMO	SVXG	KATERINA M	143	18.8	265076000	90	7973	TANKER
14275	Z	8716021	IMO	H9FS	MACAU MINERAL	311	50	352825000	180	110352	BULK
14276	Z	8716083	IMO	A8KV7	EURUS OSLO	201	28.4		110	23761	GEN CARGO
14277	Z	8716095	IMO	A8KV8	EURUS OTTAWA	201	28.5		110	23761	GEN CARGO
14278	Z	8716100	IMO	DGPF	POLARIS	123	20.4		62	7944	GEN CARGO
14279	Z	8716124	IMO	VRYJ4	WINTEC	197	32.2		111	36623	GEN CARGO
14280	Z	8716148	IMO	3WFJ	PETROLIMEX 04	167	27.4		103	18023	TANKER
14281	Z	8716150	IMO	3FJT4	EDEN MARU	229	36		112	50489	BULK
14282	Z	8716186	IMO	LXLG	REGINA	109	11.4	253059000	33	1731	TANKER
14283	Z	8716215	IMO	C6WU5	HENLEY BRIDGE	165	26.5		117	19719	TANKER
14284	Z	8716318	IMO	9HBL9	BALTIC MERCUR	173	23		100	15893	GEN CARGO
14285	Z	8716320	IMO	H3EI	AOWISDOM	224	32.2		132	36983	BULK
14286	Z	8716332	IMO	BRNC	XIN JING HAI	224	32.3		132	36983	BULK
14287	Z	8716344	IMO	9VDS	PROTARAS	322	56		205	142488	TANKER
14288	Z	8716356	IMO	VNAM	BARRINGTON	180	26.8		107	21718	TANKER
14289	Z	8716370	IMO	3ENQ8	OCEAN ENERGY	274	43.2		170	77399	TANKER
14290	Z	8716382	IMO	3ENA6	GLOBE UNITY	274	43.2	357677000	157	79487	BULK
14291	Z	8716514	IMO	ZIRR2	HAPPY HARRIER	98	15		66	3595	TANKER
14292	Z	8716643	IMO	BLBO	CEMTEX LEADER	229	32.2		132	36131	BULK
14293	Z	8716655	IMO	LM2J	JAN MAYEN	63	13		59	2052	OFFSHORE
14294	Z	8716708	IMO	BRPA	DA TANG 1 HAO	225	32.3		135	37222	BULK
14295	Z	8716722	IMO	V7HL6	OVERSEAS PRIMAR	182	31.4		109	25368	TANKER
14296	Z	8716734	IMO	DSFE3	KOREA VENUS	182	31.4		110	25332	TANKER
14297	Z	8716746	IMO	3EEF2	ARIETIS	232	42		135	52159	TANKER
14298	Z	8716863	IMO	LAUN2	HILDA KNUTSEN	141	23.1		80	11425	TANKER
14299	Z	8717025	IMO	JHOK	FUJI MARU	51	8.3		33	311	FISHING
14300	Z	8717233	IMO	ELII9	PACIFIC TOURMALINE	178	30.4		125	27450	TANKER
14301	Z	8717245	IMO	ELJD7	PACIFIC TURQUOISE	178	30.4		125	27450	TANKER
14302	Z	8717403	IMO	FMLT	ANTIGOON	115	22.5		87	7851	DREDGING
14303	Z	8717518	IMO	V7GM2	OCEAN HOPE	176	27.5		105	18037	GEN CARGO
14304	Z	8717556	IMO	9HAI9	LAGUEPE	80	11.4		33	1412	GEN CARGO
14305	Z	8718108	IMO	9HOS6	NESSEBAR	148	21.1		84	9764	GEN CARGO
14306	Z	8718110	IMO	P3FT7	YM YANTIAN	275	32.3		120	46697	GEN CARGO
14307	Z	8718122	IMO	P3FU7	AL RAYYAN	275	32.2		112	46697	GEN CARGO
14308	Z	8718134	IMO	9HRY8	MAGDALENE	270	43		173	77332	BULK
14309	Z	8718146	IMO	J7AK8	KEROS WARRIOR	270	43	355516000	163	77171	BULK
14310	Z	8718380	IMO	H9XP	TRADEWIND SUN	113	18.2		68	4969	TANKER
14311	Z	8718392	IMO	S6AF6	BRILLIANT JEWEL	324	58		189	140818	TANKER
14312	Z	8718469	IMO	JMYF	NICHIYUH MARU	219	36.6		204	44769	TANKER
14313	Z	8718574	IMO	JL5743	KANRIN MARU	49	10		53	384	GEN CARGO
14314	Z	8718706	IMO	HP3446	SILVER SOUL	183	30		82	42447	GEN CARGO
14315	Z	8718718	IMO	C6RV4	HALDEN	322	56		205	142488	TANKER
14316	Z	8718835	IMO	OT3559	SAPPHIRE	109	11.4		39	1853	TANKER
14317	Z	8718859	IMO	PCIB	ALBERT (UK 1)	42	9	245333000	38	503	FISHING
14318	Z	8718861	IMO	PEVK	TINA ADRIANA (KW 72)	23	6	245341000	26	89	FISHING
14319	Z	8718873	IMO	PDNN	DANIELLA	98	20.9		74	5818	GEN CARGO
14320	Z	8718938	IMO	PFBT	JAN SENIOR (ARM 7)	45	9	245441000	38	560	FISHING
14321	Z	8719073	IMO	YLHB	SAVA LAKE	74	12.7	275031000	61	2030	GEN CARGO
14322	Z	8719085	IMO	OW2119	HAUKUR	74	12.7	231812000	60	2030	GEN CARGO
14323	Z	8719097	IMO	OZ2088	HAV NES	74	12.7		61	2026	GEN CARGO
14324	Z	8719102	IMO	5BFN3	KEY STAR	74	12.7	209445000	69	2160	TANKER
14325	Z	8719114	IMO	J8B4273	SAVA OCEAN	74	12.7		60	2026	GEN CARGO
14326	Z	8719126	IMO	3FYQ3	GLORY FUZHOU	288	44.6	309464000	171	81325	BULK
14327	Z	8719176	IMO	ZKU2082	SOUTHERN TIARE	67	11.4		36	1185	GEN CARGO
14328	Z	8719217	IMO	P3TW6	VERGINA II	247	41.6		122	53569	TANKER
14329	Z	8719229	IMO	ELPV8	GLENROSS	247	41.6		131	53315	TANKER
14330	Z	8719231	IMO	ELPV9	LOCHNESS	247	41.6		131	53383	TANKER
14331	Z	8719372	IMO	UCYW	STK-1026	82	11.9		25	1573	GEN CARGO
14332	Z	8719396	IMO	UBEP	STK-1028	82	11.9		28	1575	GEN CARGO
14333	Z	8719401	IMO	UCYX	STK-1029	82	11.9		25	1573	GEN CARGO
14334	Z	8719413	IMO	UIZF	NEVA	82	11.6		33	1497	GEN CARGO
14335	Z	8719425	IMO	UBEQ	STK-1031	82	11.6		28	1408	GEN CARGO
14336	Z	8720216	IMO	UDCB	VOLGA-4004	139	16.6		45	4911	GEN CARGO
14337	Z	8720228	IMO	V2UC	SUMANUS	139	16.7		45	4911	GEN CARGO
14338	Z	8720230	IMO	3FNY6	VOLGA-4006	139	16.6	355150000	45	4911	GEN CARGO
14339	Z	8720785	IMO	BPOA	AN PING 1	195	28.4	412731000	110	24489	BULK
14340	Z	8720797	IMO	BPOB	AN PING 2	195	28.4		110	24489	BULK
14341	Z	8720979	IMO	UHUB	STALINGRAD	124	16.4	273147510	59	4643	GEN CARGO
14342	Z	8720993	IMO	9HTS3	PROFESSOR VIKTOR VOLOGDIN	124	16.4		55	4724	GEN CARGO
14343	Z	8721002	IMO	J8B2594	JANE	124	16.4		55	4643	GEN CARGO
14344	Z	8721026	IMO	UDQV	VALERIY KUZMIN	124	16.4		55	4643	GEN CARGO
14345	Z	8721064	IMO	UHDL	STARYY ARBAT	104	16	273258100	59	4407	FISHING
14346	Z	8721129	IMO	UDHY	ZAMOSKVORECHYE	104	16	273259100	59	4407	FISHING
14347	Z	8721155	IMO	UDKS	KAPITAN EDEMSKIY	104	16		59	4407	FISHING
14348	Z	8721181	IMO	UBHE	VASILYEVSKIY OSTROV	104	16	273811060	59	4407	FISHING
14349	Z	8721208	IMO	J8KP9	KING KLIP	104	16	376078000	59	4407	FISHING
14350	Z	8721246	IMO	UIYO	ANATOLIY PONOMARYOV	104	16		59	4407	FISHING
14351	Z	8721272	IMO	UELH	AMUR-2501	115	13.4		41	3086	GEN CARGO
14352	Z	8721296	IMO	UFWE	SENATOR	115	13.4		40	3086	GEN CARGO
14353	Z	8721301	IMO	UFWH	AMUR-2504	115	13.4		41	3086	GEN CARGO
14354	Z	8721313	IMO	V3HP2	AMUR-2505	115	13.4		41	3086	GEN CARGO
14355	Z	8721325	IMO	V3MF6	AMUR-2506	115	13.4		41	3086	GEN CARGO
14356	Z	8721337	IMO	UEIT	AMUR-2507	115	13.4		40	3086	GEN CARGO
14357	Z	8721351	IMO	UECC	AMUR-2509	115	13.4		41	3086	GEN CARGO
14358	Z	8721363	IMO	UECB	AMUR-2510	115	13.4		40	3086	GEN CARGO
14359	Z	8721375	IMO	UITE	AMUR-2511	115	13.4		41	3086	GEN CARGO
14360	Z	8721387	IMO	UALK	AMUR-2512	115	13.4		41	3086	GEN CARGO
14361	Z	8721399	IMO	UALI	AMUR-2513	116	13.4		40	3086	GEN CARGO
14362	Z	8721404	IMO	UGYT	AMUR-2514	115	13.4		60	3086	GEN CARGO
14363	Z	8721416	IMO	UECW	AMUR-2515	115	13.4		41	3086	GEN CARGO
14364	Z	8721430	IMO	UDCD	AMUR-2517	115	13.4		41	3086	GEN CARGO
14365	Z	8721442	IMO	UCZE	AMUR-2518	115	13.4		40	3086	GEN CARGO
14366	Z	8721466	IMO	UIQE	AMUR-2520	115	13.5		41	3086	GEN CARGO
14367	Z	8721478	IMO	UIQD	AMUR-2521	115	13.4		40	3086	GEN CARGO
14368	Z	8721480	IMO	UDCE	AMUR-2522	116	13.4		41	3086	GEN CARGO
14369	Z	8721492	IMO	UDPN	TYUMEN-1	116	13.4	273375200	41	3086	GEN CARGO
14370	Z	8721507	IMO	UALJ	AMUR-2524	116	13.4		41	2996	GEN CARGO
14371	Z	8721519	IMO	UCWB	AMUR-2525	115	13.4		40	3086	GEN CARGO
14372	Z	8721521	IMO	UCZF	AMUR-2526	116	13.4		40	3086	GEN CARGO
14373	Z	8721533	IMO	UBMX	AMUR-2527	115	13.4		40	3086	GEN CARGO
14374	Z	8721595	IMO	UBKQ	NEMANSKIY	54	10	273249700	41	747	FISHING
14375	Z	8721727	IMO	UHNO	RYBAK KARELII	54	10.1		41	741	FISHING
14376	Z	8721741	IMO	UECP	LASHISHA	54	10.1	273421050	48	723	FISHING
14377	Z	8721844	IMO	UCJY	ALEKSEY AFANASYEV	54	10		41	740	FISHING
14378	Z	8721923	IMO	4LJP	GUTA	55	10.7		44	738	FISHING
14379	Z	8722757	IMO	UANG	MIRGOROD	54	10	273217700	41	735	FISHING
14380	Z	8722771	IMO	UAMV	MAKSHEYEVO	54	10		41	735	FISHING
14381	Z	8722783	IMO	UHAK	LYUBLINO	54	10		41	721	FISHING
14382	Z	8722850	IMO	UCIZ	ZVEYNIEKS	53	10.7		44	742	FISHING
14383	Z	8723191	IMO	UFFF	NIZHNEVOLZHSKIY	85	13	273277200	42	2399	FISHING
14384	Z	8723220	IMO	EZAV	KRASNOVODSKIY	85	13		39	2399	GEN CARGO
14385	Z	8723270	IMO	UFVQ	VYBORGSKIY	85	13	273252100	42	2416	FISHING
14386	Z	8723282	IMO	UDZS	VOLGA	85	13	273313620	40	2342	FISHING
14387	Z	8723294	IMO	9LYF29	BABA N	85	13	273258000	42	2416	FISHING
14388	Z	8723311	IMO	UBAZ	BASKUNCHAKSKIY	85	13	273435310	39	2399	FISHING
14389	Z	8723347	IMO	UFXL	PETROGRADSKIY	85	13	273251100	39	2416	FISHING
14390	Z	8723385	IMO	3FYI6	BUKHTA OMEGA	126	18		65	6670	GEN CARGO
14391	Z	8723397	IMO	3FYH6	PALANA	126	18		65	6607	GEN CARGO
14392	Z	8723402	IMO	UERJ	ANTON GURIN	126	18		65	6689	GEN CARGO
14393	Z	8723414	IMO	HPMW	DUCKY SHINY	140	19.2		131	9489	GEN CARGO
14394	Z	8723610	IMO	9HUK6	AGIOS NEKTARIOS	215	31.9		123	31649	BULK
14395	Z	8723713	IMO	UCVH	KAPITAN TYUPIN	35	8.9		34	359	FISHING
14396	Z	8723751	IMO	UECL	ALITUS	35	8.9		35	359	FISHING
14397	Z	8723919	IMO	UAYU	OSTROV ANZER	53	10.7	273518800	44	738	FISHING
14398	Z	8724092	IMO	UFIZ	YEVGENIY YEGOROV	58	12.7		47	1178	TUG
14399	Z	8724303	IMO	UWBS	NIKOLAY FILCHENKOV	114	17.3		66	6392	FISHING
14400	Z	8724391	IMO	P3RX8	STARLETTE 3	54	9.5		43	677	FISHING
14401	Z	8724470	IMO	UIRN	ALTAIR	54	9.5		43	683	FISHING
14402	Z	8724509	IMO	UBXL	BALKHAN	41	10.8		42	356	TUG
14403	Z	8724731	IMO	UDHI	SAID AFANDI	125	16.6		44	4178	TANKER
14404	Z	8724743	IMO	9HIN6	YEVGENIY TITOV	178	25.3		110	18625	TANKER
14405	Z	8724755	IMO	4JGH	ARAZ	147	17.4		53	5944	TANKER
14406	Z	8724860	IMO	9HIO6	VALERI	178	25.3		110	18625	TANKER
14407	Z	8725486	IMO	UEXM	MELONGENA	55	11.1		50	944	FISHING
14408	Z	8725632	IMO	UDPR	SORMOVSKIY-123	114	13.2		37	2466	GEN CARGO
14409	Z	8725644	IMO	UIUN	YAKOV VOROBYOV	114	13.2		37	2466	GEN CARGO
14410	Z	8725656	IMO	UDQF	40 LET POBEDY	114	13.2		37	2466	GEN CARGO
14411	Z	8725668	IMO	4JGA	SHAMAKHY	147	17.5		53	6052	TANKER
14412	Z	8726040	IMO	9HJZ6	AGLONA	56	11.2	248580000	37	745	DREDGING
14413	Z	8726143	IMO	UFIX	NEFTERUDOVOZ-49M	119	13.5		38	2615	COMBI
14414	Z	8726155	IMO	UFLY	NEFTERUDOVOZ-50M	119	13.5		38	2615	COMBI
14415	Z	8726167	IMO	UFLF	NEFTERUDOVOZ-51M	119	13.5		38	2615	COMBI
14416	Z	8726179	IMO	UDZM	NEFTERUDOVOZ-52M	119	13.5		38	2615	COMBI
14417	Z	8726181	IMO	UFUG	NIKOLAY ROMASHCHENKO	119	13.5		38	2615	COMBI
14418	Z	8726222	IMO	UEXB	NEFTERUDOVOZ-57M	119	13		38	2615	COMBI
14419	Z	8726234	IMO	UDZK	ASHKHABAD	119	13.4		38	2615	COMBI
