ID	ZB_TYPE	SHIPNUMBER	SHIPNUMBER_TYPE	CALLSIGN	SHIPNAME	LENGTH	BEAM	MMSI_NUMBER	MAXIMUM_DRAUGHT	TONNAGE	CATEGORY
13824	Z	8619998	IMO	PIXX	ZELDEN RUST (OD 6}	37	7.5	245794000	30	291	FISHING
13825	Z	8620014	IMO	UBEU	STK-1019	82	11.6		25	1408	GEN CARGO
13826	Z	8620026	IMO	UCYT	STK-1020	82	11.9		25	1573	GEN CARGO
13827	Z	8620040	IMO	9LYB50	NEREY	82	11.9		29	1408	GEN CARGO
13828	Z	8620052	IMO	UBEO	STK-1023	82	11.9		25	1573	GEN CARGO
13829	Z	8620117	IMO	HSGC2	THOR TRANSIT	176	22.9		109	16314	BULK
13830	Z	8620129	IMO	V3WY2	SAN PAULO	152	22.3		79	12410	GEN CARGO
13831	Z	8620131	IMO	ELQZ9	FROST 5	152	22.3		80	12410	FISHING
13832	Z	8620143	IMO	UBKO	PECHORA	79	14.8		37	2081	DREDGING
13833	Z	8620155	IMO	H8VP	KKG-1	173	23.7		102	15693	GEN CARGO
13834	Z	8622270	IMO	7JRB	CHIKUZEN	105	14.6		51	2991	WORKSHIP
13835	Z	8623884	IMO	A8JY6	ST. ANNA	215	31.9		123	31661	BULK
13836	Z	8623896	IMO	UHBC	ALEKSANDR POKRYSHKIN	242	32.2		136	37884	TANKER
13837	Z	8623901	IMO	H3SL	DUCKY SCIENCE	152	19.2		66	9489	GEN CARGO
13838	Z	8623913	IMO	9HAJ6	SMARTA	215	31.8		123	31661	BULK
13839	Z	8623925	IMO	UIEI	DORIDA	126	18		79	6607	GEN CARGO
13840	Z	8623937	IMO	OBPP	ZORRITOS	178	25.3		110	18641	TANKER
13841	Z	8623949	IMO	BRTF	BAO ZHONG 188	215	31.9		123	31649	BULK
13842	Z	8623963	IMO	A8NM4	PUMPURI	178	25.3		110	18625	TANKER
13843	Z	8623975	IMO	H9SG	JULIANAHAVEN	152	19.2	355543000	66	9489	GEN CARGO
13844	Z	8623987	IMO	UIUB	TOYVO VYAKHYA	114	13.2		38	2466	GEN CARGO
13845	Z	8623999	IMO	UQNH	VASILIY BOZHENKO	114	13.3		34	2466	GEN CARGO
13846	Z	8624008	IMO	3EQA3	SIMONEY	178	25.3		110	18526	TANKER
13847	Z	8624010	IMO	DSNW2	EASTERN CARRIER	162	22.6		101	12030	GEN CARGO
13848	Z	8624266	IMO	OJPL	JENNA	59	10		27	642	DREDGING
13849	Z	8624278	IMO	J8B3045	UMBA	139	16.6		45	4911	GEN CARGO
13850	Z	8624280	IMO	UANV	KHUDOZHNIK VETROGONSKIY	139	16.6		45	4911	GEN CARGO
13851	Z	8624292	IMO	3FDA6	VOLGA-4002	139	16.6		47	4911	GEN CARGO
13852	Z	8624553	IMO	A8LX3	ST. GEORGE	215	31.9		123	31649	BULK
13853	Z	8624632	IMO	PGPC	ORION	17	5.2	245145000	18	42	TUG
13854	Z	8624644	IMO	BLAL	MING ZHOU 30	215	31.9		123	31649	BULK
13855	Z	8626886	IMO	DFAW	ALEXANDER VON HUMBOLDT	62	8.2	211227250	45	396	SAIL
13856	Z	8626991	IMO	PGAT	MORGENSTOND	62	7.2		22	439	GEN CARGO
13857	Z	8627749	IMO	OBPN	BAYOVAR	178	25.3	760113000	110	18625	TANKER
13858	Z	8628133	IMO	UAKX	SORMOVSKIY-53	114	13.2		37	2466	GEN CARGO
13859	Z	8628157	IMO	3FYD6	IVAN PRIBYLSKIY	126	18		65	6670	GEN CARGO
13860	Z	8628169	IMO	4JGB	KHEZER	147	17.4		53	5944	TANKER
13861	Z	8632110	IMO	PGCT	NAVICULA	21	7.3		12	100	OFFSHORE
13862	Z	8632433	IMO	BROU	CHANG BAI SHAN	195	28.4		119	24008	BULK
13863	Z	8633750	IMO	PC2706	JAGUAR	38	7.8		34	313	YACHT
13864	Z	8633786	IMO	DRHK	MOSEL FGS	100	15.5		41	3450	NAVY
13865	Z	8633798	IMO	DRHL	RHEIN FGS	100	15.4		41	3586	NAVY
13866	Z	8633827	IMO	DRHO	DONAU FGS	100	15.4		42	3586	NAVY
13867	Z	8636142	IMO	C6NB9	BIBBY ALTONA	94	26.2		18	10311	PONTOON
13868	Z	8636154	IMO	XXXX	KALMAR	94	29		15	8448	PONTOON
13869	Z	8636178	IMO	LK3042	CASA MARINA	45	17.5		25	2734	PONTOON
13870	Z	8636582	IMO	9LD2256	BARGE 408	121	30.3	667955000	44	5756	PONTOON
13871	Z	8636702	IMO	XXXX	T.O.W. II	50	17.3		33	863	PONTOON
13872	Z	8636714	IMO	LK4693	BOABARGE 12	50	17.3		33	863	PONTOON
13873	Z	8636726	IMO	LK5186	BOABARGE 13	50	17.3		30	863	PONTOON
13874	Z	8636738	IMO	LK5187	BOABARGE 14	50	17.3		33	863	PONTOON
13875	Z	8636740	IMO	PHDZ	FJORD	164	45.5	246450000	60	19984	OFFSHORE
13876	Z	8636790	IMO	LM6374	BULKHANDLING 5	101	17.5		67	3972	GEN CARGO
13877	Z	8636805	IMO	LM6375	BULKHANDLING 6	101	17.5		67	3972	GEN CARGO
13878	Z	8636996	IMO	LK7425	EIDE BARGE 28	91	27.4		53	4238	PONTOON
13879	Z	8637110	IMO	XXXX	ORION	91	27.5		49	4062	PONTOON
13880	Z	8637366	IMO	XXXX	AMARA	121	30.3		60	7132	PONTOON
13881	Z	8637421	IMO	XXXX	MULTRABARGE 2	73	18.3		30	1746	PONTOON
13882	Z	8638231	IMO	J8VB5	SEACAMEL 393-12	120	40		60	9115	PONTOON
13883	Z	8638360	IMO	XXXX	SMITBARGE 5	91	27.4		48	4160	PONTOON
13884	Z	8638621	IMO	LM6299	TORLEK	40	15		32	544	GEN CARGO
13885	Z	8638657	IMO	LK3197	UR-105	90	27		52	4097	PONTOON
13886	Z	8638671	IMO	XXXX	MS-2	100	37		55	6784	PONTOON
13887	Z	8638683	IMO	LM5912	UR 91	91	27.5		48	3971	PONTOON
13888	Z	8638695	IMO	LK7165	UR 93	91	27.5		48	4485	PONTOON
13889	Z	8638700	IMO	LK7166	UR 94	91	27.5		48	4485	PONTOON
13890	Z	8638750	IMO	LM6188	US 101	91	27.5		48	4149	PONTOON
13891	Z	8638762	IMO	XP3525	HH 4020	38	20		25	668	PONTOON
13892	Z	8638932	IMO	ORKR	ADRIATICO	63	12.5	205359000	20	840	DREDGING
13893	Z	8639003	IMO	PD3568	ZEEAREND	70	11.6		23	744	SALVAGE
13894	Z	8639297	IMO	9V5356	ASIAN HERCULES II	91	43.4		43	10560	SALVAGE
13895	Z	8639364	IMO	PFWJ	MATADOR	45	20	244622000	24	899	SALVAGE
13896	Z	8639376	IMO	PFWA	MATADOR 2	44	20.1	245670000	24	896	SALVAGE
13897	Z	8639431	IMO	LK7608	TAKLIFT	50	20.6		27	994	SALVAGE
13898	Z	8639522	IMO	PC7264	AEGIR	56	11.6		22	343	DREDGING
13899	Z	8639572	IMO	PEMF	HAARLEM	71	11.9	245903000	29	752	DREDGING
13900	Z	8639584	IMO	PEMV	HAM 217	87	16		37	1680	DREDGING
13901	Z	8639687	IMO	PGPB	ORION	59	15		30	979	DREDGING
13902	Z	8639704	IMO	PHND	SLIEDRECHT 35	84	15		36	1594	DREDGING
13903	Z	8639742	IMO	ORTI	VESALIUS	94	17		40	1855	DREDGING
13904	Z	8639936	IMO	XXXX	BIBBY PROGRESS	91	27.5		50	12611	PONTOON
13905	Z	8640284	IMO	XXXX	BARBARA	60	24		54	2600	OFFSHORE
13906	Z	8642414	IMO	DHJT	SEEPONTON 2	46	20		24	753	PONTOON
13907	Z	8642426	IMO	DIPF	SEEPONTON 5	45	20		25	770	PONTOON
13908	Z	8642787	IMO	SZAE	ARIS HS	100	15		50	3709	NAVY
13909	Z	8643444	IMO	DC5428	VIKING SPIRIT	111	11.4	21162230	15	1942	PASSENGER
13910	Z	8644682	IMO	PFYM	MERWEDE	64	11.9		25	375	DREDGING
13911	Z	8644967	IMO	VNJC	ENDEAVOUR	43	9.8		36	397	SAIL
13912	Z	8645167	IMO	LK6893	BOABARGE 17	79	22		44	2318	PONTOON
13913	Z	8645179	IMO	LK6894	BOABARGE 18	79	22		50	2318	PONTOON
13914	Z	8645181	IMO	LK6896	BOABARGE 21	92	31.5		67	5074	PONTOON
13915	Z	8645193	IMO	LK6897	BOABARGE 22	92	31.5		55	5074	PONTOON
13916	Z	8645363	IMO	5BFV2	JOKRA I	77	13.5	245915000	20	911	DREDGING
13917	Z	8645375	IMO	PHNS	SLIEDRECHT 26	59	11.6		23	944	DREDGING
13918	Z	8645387	IMO	PHNL	SLIEDRECHT 27	81	12.9		48	1605	DREDGING
13919	Z	8645571	IMO	PJHM	WAGENBORG 102	71	16.7		38	1568	PONTOON
13920	Z	8645727	IMO	PIUT	IJZEREN HEIN	40	11.3		20	313	DREDGING
13921	Z	8645806	IMO	2FOV9	CABLE ENTERPRISE	115	31.6	235093018	30	8328	PONTOON
13922	Z	8646264	IMO	PDLT	COR	18	8		15	63	WORKSHIP
13923	Z	8646276	IMO	HO3492	COASTAL LINER	21	6.7	354417000	15	75	WORKSHIP
13924	Z	8646329	IMO	XXXX	GERALD	91	27.5		50	4221	PONTOON
13925	Z	8646331	IMO	PDQB	DINA-M	60	22		20	1535	OFFSHORE
13926	Z	8646343	IMO	PGUZ	PONTRA MARIS	72	27	245724000	13	2500	PONTOON
13927	Z	8646379	IMO	XXXX	ARKONA	29	6.6		24	110	WORKSHIP
13928	Z	8646472	IMO	XXXX	DELTA 2	48	10		23	356	PONTOON
13929	Z	8646496	IMO	PHLI	SEINE	55	9.2	244784000		433	DREDGING
13930	Z	8646501	IMO	C6WH2	ERSAI 2	60	16.5	309541000	25	824	OFFSHORE
13931	Z	8647141	IMO	PEQP	HENDRIKA BARTELDS	49	6.7	244207000	28	167	SAIL
13932	Z	8700008	IMO	V7HE7	LONGFIN	228	32.3		160	43530	TANKER
13933	Z	8700010	IMO	V4XS	HELENA	82	11.4		40	1853	GEN CARGO
13934	Z	8700022	IMO	V3MJ5	CABRANA	82	11.4		40	1853	GEN CARGO
13935	Z	8700034	IMO	V3MV4	YEYA-2	82	11.4		40	1853	GEN CARGO
13936	Z	8700046	IMO	V4XZ	OLGA	82	11.4		40	1853	GEN CARGO
13937	Z	8700058	IMO	SNNA	LAILA 5	82	11.4		40	1853	GEN CARGO
13938	Z	8700060	IMO	V4XE	SONA	82	11.4		40	1853	GEN CARGO
13939	Z	8700072	IMO	9HZV8	OLGA G	82	11.2		40	1853	GEN CARGO
13940	Z	8700084	IMO	SNND	LECHIA	82	11.4		40	1853	GEN CARGO
13941	Z	8700096	IMO	UEDF	PARTIZANSK	97	14.2		51	2966	TANKER
13942	Z	8700113	IMO	UGOU	KOTLAS	97	14.2		49	2968	TANKER
13943	Z	8700125	IMO	UCQK	ARSENYEV	97	14.2	273165300	49	2966	TANKER
13944	Z	8700137	IMO	UBDF8	SVOBODA	97	14.2		51	2966	TANKER
13945	Z	8700149	IMO	A8KV2	JAMES	97	14.2		45	2966	TANKER
13946	Z	8700151	IMO	CFE3999	MOKAMI	97	14.2	316003140	45	3015	TANKER
13947	Z	8700163	IMO	UFHI	LEDA-DV	97	14.2		51	2966	TANKER
13948	Z	8700187	IMO	UCQJ	ROSHCHINO	97	14.2		49	2968	TANKER
13949	Z	8700199	IMO	A8KU9	ALPHA	97	14.2		49	2966	TANKER
13950	Z	8700204	IMO	C6NR7	PETROJARL FOINAVEN	226	30.1		190	43279	TANKER
13951	Z	8700228	IMO	A8OL5	ZENIT	152	23.5		90	13312	GEN CARGO
13952	Z	8700230	IMO	C6TJ8	CHAITEN	152	23.5		90	13312	GEN CARGO
13953	Z	8700242	IMO	VRDX3	ZHEN HUA 25	233	44.1	477141700	122	38255	OFFSHORE
13954	Z	8700254	IMO	9VDZ8	CHINA SEA	233	44		122	49279	TANKER
13955	Z	8700266	IMO	SWLX	MEANDROS	232	42		135	52159	TANKER
13956	Z	8700280	IMO	PBGH	PRINSENDAM	204	32.2	244126000	98	37845	PASSENGER
13957	Z	8700412	IMO	AUOK	PRATIBHA WARNA	172	32.2	419614000	112	23926	TANKER
13958	Z	8700436	IMO	AUEN	JAG LAMHA	246	42.3		122	52764	TANKER
13959	Z	8700498	IMO	VRFE8	ZHEN HUA 29	243	42.4	477622600	125	41580	OFFSHORE
13960	Z	8700541	IMO	V3ME8	CASPIAN GOLD	92	11.4	244421000	29	1605	TANKER
13961	Z	8700577	IMO	PHVW	STURGEON	93	11.4	244242000	29	1605	TANKER
13962	Z	8700785	IMO	C6IO6	WIND SURF	187	20	309242000	50	14745	PASSENGER
13963	Z	8700802	IMO	PHSU	STELLA POLARIS (UK 22)	29	7.9		36	224	FISHING
13964	Z	8700814	IMO	MJDB2	ARCO ADUR	98	17.7		63	3498	DREDGING
13965	Z	8700981	IMO	AUWN	EBRAHIM AL HUSSAIN	76	11.2		39	1501	GEN CARGO
13966	Z	8700993	IMO	LAMS	SOLFJORD	67	11.4		35	1167	GEN CARGO
13967	Z	8701002	IMO	OWMH2	THOR MARIE	67	11.4		35	1167	GEN CARGO
13968	Z	8701038	IMO	P3KE6	VASILIJ POLESHCHUK	152	22.2		80	12410	GEN CARGO
13969	Z	8701052	IMO	3FIRS	BALTIJAS CELS	152	22.2		89	12403	GEN CARGO
13970	Z	8701064	IMO	P3SX8	SAFMARINE ANGOLA	165	23		100	13651	GEN CARGO
13971	Z	8701076	IMO	HSDM2	THOR NAUTILUS	165	23		100	15709	GEN CARGO
13972	Z	8701088	IMO	HSDE2	THOR NAUTICA	165	23.1		101	13607	GEN CARGO
13973	Z	8701105	IMO	PDPP	DEO JUVANTE (UK 167)	43	9	244131000	38	527	FISHING
13974	Z	8701193	IMO	ICCO	VISTAMAR	117	16.8		46	7478	PASSENGER
13975	Z	8701260	IMO	OUVD2	DANICA SUNBEAM	66	10.2		37	1087	GEN CARGO
13976	Z	8701284	IMO	DJVM	BULK	29	9		40	263	TUG
13977	Z	8701375	IMO	BLWK	FU XING 15	174	27.6		92	17126	BULK
13978	Z	8701399	IMO	PDCV	JACOB WILLEMINA (UK 45)	40	9	244299000	38	462	FISHING
13979	Z	8701404	IMO	PFVU	OP HOOP VAN ZEGEN (GO 28)	40	9	244824000	38	469	FISHING
13980	Z	8701416	IMO	MHEU3	MORNING DAWN (PD 359)	45	9		51	560	FISHING
13981	Z	8701428	IMO	MGFW6	SOLI DEO GLORIA II (PD 63)	45	9		40	557	FISHING
13982	Z	8701430	IMO	PGAU	MORGENSTER (UK 44)	45	9	244238000	38	558	FISHING
13983	Z	8701480	IMO	A8LZ2	PUMA	195	25.4		107	21399	BULK
13984	Z	8701492	IMO	A8LY9	PODU	198	25.3	311144000	107	21399	BULK
13985	Z	8701507	IMO	A8KV4	AGIASMA	170	25.3		103	17018	TANKER
13986	Z	8701519	IMO	A8JO2	EASTWIND RHINE	170	25.3		110	17018	TANKER
13987	Z	8701521	IMO	A8JO3	EW HARTING	170	25.3		109	17018	TANKER
13988	Z	8701533	IMO	A8JN9	EW HENFIELD	170	25.3		109	17018	TANKER
13989	Z	8701662	IMO	LAWE5	NORTHERN BELL	228	32.2	258708000	140	44324	TANKER
13990	Z	8701791	IMO	JFYD	NORTHWEST SWALLOW	259	47.2		114	106717	TANKER
13991	Z	8701911	IMO	9HCA7	KOPALNIA BORYNIA	143	19.4		82	8893	BULK
13992	Z	8701923	IMO	9HBZ7	KOPALNIA RYDULTOWY	143	19.4	215086000	82	8897	BULK
13993	Z	8701935	IMO	9HCF7	KOPALNIA HALEMBA	143	19.8		84	8897	BULK
13994	Z	8701947	IMO	9HPT8	RUBICONE	143	19.4		83	8907	BULK
13995	Z	8702082	IMO	LADO7	JACO TRIUMPH	176	22.9		101	16569	GEN CARGO
13996	Z	8702147	IMO	3FBL3	EMERALD SKY	225	32.2		122	39285	TANKER
13997	Z	8702214	IMO	UISK	SORMOVSKIY-3060	118	13.4		41	2998	GEN CARGO
13998	Z	8702240	IMO	UCYQ	SORMOVSKIY-3063	119	13.4		39	3048	GEN CARGO
13999	Z	8702252	IMO	UIYD	SORMOVSKIY-3064	118	13.4		48	3048	GEN CARGO
14000	Z	8702264	IMO	UFWQ	PETR ANOKHIN	118	13.4		42	3048	GEN CARGO
14001	Z	8702343	IMO	YHMP	MENTARI SEJATI	79	13.5		52	1829	GEN CARGO
14002	Z	8702410	IMO	OXWB2	DANICA SUNRISE	66	10.2		45	1087	GEN CARGO
14003	Z	8702422	IMO	LNUO	RIGNATOR	67	11.6	258461000	35	1167	GEN CARGO
14004	Z	8702795	IMO	BLEN	MING ZHOU 27	198	27.9		116	23454	BULK
14005	Z	8702800	IMO	J8TQ4	DUBAI DIAMOND	136	21		109	9764	GEN CARGO
14006	Z	8702812	IMO	9HGA6	GREEN CHAPECO	120	18.6		101	6419	GEN CARGO
14007	Z	8702824	IMO	PJFK	CAPE PASSERO	120	18.6	248473000	79	6419	GEN CARGO
14008	Z	8702836	IMO	LAKV6	SILVER CAPE	120	18.6		79	6421	GEN CARGO
14009	Z	8702848	IMO	ELGK3	CAPE COD	120	18.6		79	6419	GEN CARGO
14010	Z	8702850	IMO	3ESD7	MEVLUT DOVEN	93	15	209142000	62	3186	GEN CARGO
14011	Z	8702862	IMO	P3ZP3	ONEGO BREEZE	93	15		63	3186	GEN CARGO
14012	Z	8702874	IMO	9HCH9	EGEMEN DOVER	93	15		58	3186	GEN CARGO
14013	Z	8702915	IMO	3ELL6	MOL INITIATIVE	292	32.3		130	50030	GEN CARGO
14014	Z	8702941	IMO	JMLQ	NORTHWEST SWIFT	272	47.2		114	107146	TANKER
14015	Z	8703103	IMO	9VHV8	EASTWAY	267	46.2		168	79553	TANKER
14016	Z	8703127	IMO	HO2398	DIVINE FAVOUR	69	10.5	209000134	34	947	TANKER
14017	Z	8703139	IMO	D5EA6	DOUWENT	79	11.2	636016022	37	1311	GEN CARGO
14018	Z	8703256	IMO	CSCA	ILHA DA MADEIRA	94	16.2		50	2749	GEN CARGO
14019	Z	8703268	IMO	VSOV7	THOR ATHOS	88	15.7		66	3132	GEN CARGO
14020	Z	8703270	IMO	J8B3724	SABRATA STAR	107	19.3		79	5755	GEN CARGO
14021	Z	8703397	IMO	VRCJ7	AKRITAS	249	32.3		115	42304	GEN CARGO
14022	Z	8703983	IMO	PEVO	IDA MARIA (YE 198)	40	9.6	246103000	17	220	FISHING
14023	Z	8703995	IMO	PAML	ROTTE ZR.MS.	28	8.3		27	235	NAVY
14024	Z	8704004	IMO	PAOQ	HUNZE ZR.MS.	28	8.3		27	235	NAVY
14025	Z	8704171	IMO	C6IL3	CSL ATLAS	227	32.1		134	41173	BULK
14026	Z	8704183	IMO	A8PA5	CAP ROCA	233	32.3	211695000	125	35343	GEN CARGO
14027	Z	8704353	IMO	XVBE	DAI HUNG	165	27.4		104	18055	TANKER
14028	Z	8704365	IMO	9HDA7	GOLDIE	165	27.4		104	18055	TANKER
14029	Z	8704432	IMO	3EZF5	TAIO FRONTIER	198	32.2	355589000	100	35663	BULK
14030	Z	8704547	IMO	UFMU	SORMOVSKIY-3066	118	13.4		42	3048	GEN CARGO
14031	Z	8704559	IMO	UBWC	SORMOVSKIY-3067	118	13.4		43	3048	GEN CARGO
14032	Z	8704561	IMO	UCYR	SORMOVSKIY-3068	118	13.4		41	3048	GEN CARGO
14033	Z	8704652	IMO	LW7115	CERES	63	11.7	701000735	45	1009	FISHING
14034	Z	8704913	IMO	9LC2125	SNABZHENETS	85	15.4	257266000	62	2894	TANKER
14035	Z	8704963	IMO	UBOM89	MORSKOY VOLK	75	13		63	2649	FISHING
14036	Z	8705137	IMO	FIAV	TIGER'S 2	24	7.3		32	120	FISHING
14037	Z	8705230	IMO	BOAB	TAI HE	236	32.2		156	35963	GEN CARGO
14038	Z	8705254	IMO	V2UN	VERONA	82	12.6		47	2184	GEN CARGO
14039	Z	8705321	IMO	A8JY4	GRACE A	143	18	265114000	90	7973	TANKER
14040	Z	8705333	IMO	XXXX	ALORCA	143	18.1	265163000	90	7973	TANKER
14041	Z	8705424	IMO	PMJD	STRAIT MAS	174	25.4		104	18353	GEN CARGO
14042	Z	8705436	IMO	AUSR	KANIVU	174	25.4		104	18342	GEN CARGO
14043	Z	8705448	IMO	3ECY5	SINOTRANS KAOHSIUNG	172	25.4		104	18342	GEN CARGO
14044	Z	8705462	IMO	3EPI6	KAMAKURA	289	32.3		130	50462	GEN CARGO
14045	Z	8705474	IMO	ELJO9	MOL TRIUMPH	253	32.3		116	43082	GEN CARGO
14046	Z	8705486	IMO	SVAB4	CMA-CGM LOTUS	253	32.3	354982000	116	42809	GEN CARGO
14047	Z	8705515	IMO	9VGC7	KOLOSSI	315	58		188	137728	TANKER
14048	Z	8705541	IMO	ELJO8	MOL PRIDE	244	32.2		116	41126	GEN CARGO
14049	Z	8705553	IMO	A8MV4	SKORPIOS	185	27.4		121	22847	TANKER
14050	Z	8705565	IMO	3ESV4	JIMFLUSH	185	27.5	370457000	121	23756	BULK
14051	Z	8705591	IMO	LAGL7	GLOBAL BISLET	174	26		110	18044	TANKER
14052	Z	8705606	IMO	DSPG2	CHEM ORCHID	175	26		110	18094	TANKER
14053	Z	8705618	IMO	V7OW5	NORDPOLEN	174	26		110	18094	TANKER
14054	Z	8705656	IMO	PJBW	CALA PIANA	137	20.5		74	9008	GEN CARGO
14055	Z	8705668	IMO	PJBZ	CALA PICCOLA	137	20.6		74	8984	GEN CARGO
14056	Z	8705670	IMO	PJBX	CALA PEVERO	137	20.5		74	8962	GEN CARGO
14057	Z	8705682	IMO	PJBY	CALA PORTESE	137	20.5		74	8962	GEN CARGO
14058	Z	8705711	IMO	IVSP	SYN MIZAR	97	14.8	247123000	67	4066	TANKER
14059	Z	8705723	IMO	9HBP9	SYN MIRA	97	14.8		67	4066	TANKER
14060	Z	8705735	IMO	V7HR2	W.S. ENTERPRISE	183	29.5		123	22652	TANKER
14061	Z	8705761	IMO	C6RT6	SACHEM	214	32.2		129	35375	TANKER
14062	Z	8705773	IMO	3FOY8	BIJIN	180	32.2		88	47521	GEN CARGO
14063	Z	8705826	IMO	PIPL	WILLEMPJE HOEKSTRA (UK 33)	39	8.5	245293000	50	426	FISHING
14064	Z	8705943	IMO	CQRR	RUBY STAR	89	14.7	255801340	62	2997	TANKER
14065	Z	8705979	IMO	VRAS9	SHINYO JUBILEE	333	58		185	141991	TANKER
14066	Z	8705981	IMO	TCCX7	BAKI AKAR	167	27.4		103	18023	TANKER
14067	Z	8705993	IMO	ELMA6	TAIO COSMOS	193	32.2		183	35582	BULK
14068	Z	8706002	IMO	3ETX6	TAIO DREAM	193	32.2		110	35582	BULK
14069	Z	8706014	IMO	9HAF7	NAVARIN	322	56		212	142488	TANKER
14070	Z	8706040	IMO	DMGU	TRANSLUBECA	157	25.3		83	24727	PASSENGER
14071	Z	8706088	IMO	9HWC7	NGOL LUENA	176	32		112	22733	TANKER
14072	Z	8706090	IMO	A8HA4	NORTE	176	32		112	22733	TANKER
14073	Z	8706105	IMO	HOOZ	FAITH I	269	32.2		116	46551	GEN CARGO
14074	Z	8706117	IMO	H9SN	PANAGIA TINOU	269	32.2		116	46551	GEN CARGO
14075	Z	8706129	IMO	H9SM	AGIOS DIMITRIOS I	269	32.2		116	46551	GEN CARGO
14076	Z	8706131	IMO	S6AR2	TITAN MERCURY	326	56.6		194	144139	TANKER
14077	Z	8706167	IMO	A8QN5	SEA QUEEN	181	30	636013970	125	25966	TANKER
14078	Z	8706179	IMO	J8B3929	BAO HENG	185	27.5		120	24496	GEN CARGO
14079	Z	8706181	IMO	V7AX6	OVERSEAS NEPTUNE	185	27.5		122	22946	TANKER
14080	Z	8706193	IMO	A8RM2	DELPHINA	185	27.5		122	22972	TANKER
14081	Z	8706208	IMO	V7AX5	OVERSEAS VEGA	185	27.5		122	22972	TANKER
14082	Z	8706337	IMO	9HXJ8	SICHEM SABLON	86	15		65	2910	TANKER
14083	Z	8706349	IMO	5BYC2	ANTRACYTH	86	15.2	212137000	65	2910	TANKER
14084	Z	8706351	IMO	9VAD2	TITAN LEO	317	58		188	140931	TANKER
14085	Z	8706478	IMO	A8JO4	EW HORSHAM	170	25.3		109	17018	TANKER
14086	Z	8706583	IMO	ORWC	POMPEI	65	16		37	1482	DREDGING
14087	Z	8706624	IMO	C6PQ2	SELETAR SPIRIT	246	42		121	52764	TANKER
14088	Z	8706662	IMO	DUWY	PAPYRUS	194	32.2		209	33963	BULK
14089	Z	8706777	IMO	V72J5	ICE GRACE	144	23.6	538004840	100	12348	GEN CARGO
14090	Z	8706789	IMO	VQKZ6	AMAZONAS	144	23.6		100	12348	GEN CARGO
14091	Z	8706820	IMO	AUQJ	JAG PARWAR	174	26.6		102	19925	TANKER
14092	Z	8707159	IMO	XXXX	BARANA	84	13		74	1917	GEN CARGO
14093	Z	8707226	IMO	A8MS9	MARGOT N	322	56	636013412	198	144759	BULK
14094	Z	8707329	IMO	FNBR	BRETAGNE	151	29.2		62	24534	PASSENGER
14095	Z	8707331	IMO	HSB2977	THOR NAVIGATOR	165	23.1		101	13688	GEN CARGO
14096	Z	8707343	IMO	C6FR5	SEABOURN PRIDE	133	19		50	9975	PASSENGER
14097	Z	8707355	IMO	SYVU	YM MILANO	248	32.3		15	41786	GEN CARGO
14098	Z	8707367	IMO	P3EW8	SEA PRINCE	202	32.2		103	38852	BULK
14099	Z	8707379	IMO	9VHV7	NORTHWAY	267	46.2		170	79503	TANKER
14100	Z	8707434	IMO	9HDI8	AFRICA STAR	176	27.8	215855000	105	18037	GEN CARGO
14101	Z	8707446	IMO	DFDJ	JAN MARIA (BX 783)	125	18	218325000	65	7646	FISHING
14102	Z	8707513	IMO	D9DS	OCEAN UNIVERSE	326	53.5		192	123020	BULK
14103	Z	8707537	IMO	MLPC9	CORNELIS VROLIJK FZN. (H 171)	113	17.3		71	5579	FISHING
14104	Z	8707721	IMO	YLDD	DORADO	62	13.8		62	1943	FISHING
14105	Z	8707771	IMO	9HGQ9	DAN SUPPORTER	94	16.2		49	2749	GEN CARGO
14106	Z	8707783	IMO	V2OA8	MARIE LEHMANN	87	13		44	2642	GEN CARGO
14107	Z	8707965	IMO	JG4704	SANEI MARU NO 1	46	10.6		34	408	GEN CARGO
14108	Z	8708232	IMO	VRCE4	NOBLE JADE	225	32.3		133	36520	BULK
14109	Z	8708244	IMO	ELJS7	SOLAR WING	187	32.2		82	41604	GEN CARGO
14110	Z	8708311	IMO	3EJI6	STELLAR STREAM	198	32.2		108	35662	BULK
14111	Z	8708517	IMO	PPRP	INTREPIDO	173	27.3		82	15768	GEN CARGO
14112	Z	8708529	IMO	PPRZ	INDEPENDENTE	173	26.5		82	15768	GEN CARGO
14113	Z	8708531	IMO	ELXO3	TROYBURG	176	27.8		105	18037	GEN CARGO
14114	Z	8708543	IMO	PBFY	SAFMARINE CONCORD	176	27.8	205357000	105	18037	GEN CARGO
14115	Z	8708555	IMO	XVJE	VN SAPPHIRE	156	22.9		86	11977	GEN CARGO
14116	Z	8708763	IMO	3EGD2	PARAN CHEMI	99	17.6		70	4154	TANKER
14117	Z	8708907	IMO	3EGS6	MORNING MELODY	180	32.2		90	47068	GEN CARGO
14118	Z	8709119	IMO	3FHV8	HYUNDAI NO.201	174	28.1		80	31367	GEN CARGO
14119	Z	8709121	IMO	3FHW8	HYUNDAI NO.202	174	28.1		80	31367	GEN CARGO
14120	Z	8709133	IMO	3FRY8	HYUNDAI NO.203	183	30.7		82	41353	GEN CARGO
14121	Z	8709145	IMO	9VEN7	MORNING MERMAID	183	30.7		82	42247	GEN CARGO
14122	Z	8709157	IMO	3FSX8	HYUNDAI NO.206	183	30.6		82	42247	GEN CARGO
